file_name,title,description,path,created_at
01_profile_hasse_diagram_shock_2007_5var_5levels.png,Profile Hasse diagram shock 2007,Main profile-level POSet Hasse diagram for shock 2007.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\01_profile_hasse_diagram_shock_2007_5var_5levels.png,2026-06-25 16:12:25
01_profile_hasse_diagram_shock_2019_5var_5levels.png,Profile Hasse diagram shock 2019,Main profile-level POSet Hasse diagram for shock 2019.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\01_profile_hasse_diagram_shock_2019_5var_5levels.png,2026-06-25 16:12:25
02_poset_layer_country_counts.png,POSet layer country counts,Number of countries by POSet layer for the 2007 and 2019 profile POSet results.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\02_poset_layer_country_counts.png,2026-06-25 16:12:25
03_discretization_sensitivity_profile_uniqueness.png,Discretization sensitivity,"Profile uniqueness ratio across 3, 4, and 5 ordinal levels.",c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\03_discretization_sensitivity_profile_uniqueness.png,2026-06-25 16:12:25
04_epsilon_margin_robustness_comparability.png,Epsilon-margin robustness,Comparability ratio across epsilon-margin values.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\04_epsilon_margin_robustness_comparability.png,2026-06-25 16:12:25
05_epsilon_tolerance_validity_check.png,Epsilon-tolerance validity check,Shows where epsilon-tolerance produces valid or invalid partial orders.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\05_epsilon_tolerance_validity_check.png,2026-06-25 16:12:25
06_recovery_validation_frontier_advantage.png,Recovery validation frontier advantage,Frontier vs non-frontier mean recovery difference expressed as frontier advantage.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\06_recovery_validation_frontier_advantage.png,2026-06-25 16:12:25
07_robustness_dashboard_compact_summary.png,Robustness dashboard compact summary,Compact visual summary of sensitivity dashboard metrics.,c:\Documenti\UNIMIB\Data Science Lab\PROJECT\DS_01_ESROC_2026_06_25\Outputs\Figures\Final_Visuals\07_robustness_dashboard_compact_summary.png,2026-06-25 16:12:25
