year,country,R&D expenditure (%GDP),trust_in_institutions,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment
2002,ALB,,,,54.0254111851842,
2002,ARE,,,,0.0,
2002,ARG,-10.894484806,,,0.0,16.711861
2002,ARM,,,,62.9847896646093,
2002,AUS,3.998847357,38.0,12.765,0.0,30.759785
2002,AUT,1.484368222,25.8,70.344,69.1809721709656,24.783438
2002,AZE,,,,0.0,
2002,BEL,1.706867024,31.8,94.929,88.5769003632831,28.134819
2002,BEN,,,,31.9551055315645,
2002,BGD,,,,19.7062195987588,
2002,BGR,,,48.474,47.4211786188032,27.49805641
2002,BHR,,,,0.0,
2002,BIH,,,,24.6964440589766,
2002,BLR,,,,84.3405505017411,
2002,BOL,,,,0.0,
2002,BRA,3.053461857,,87.124,15.6930656209369,9.6238279
2002,BRN,,,,0.0,
2002,CAN,2.99925534,37.5,71.325,0.0,42.873188
2002,CHE,0.380410211,23.6,45.939,58.5210326412354,25.385767
2002,CHL,3.202799135,53.7,11.376,69.0840375617552,17.120726
2002,CHN,9.2,,,1.55077393655025,9.6811743
2002,CMR,,,,0.0,
2002,COL,6.716868698,20.5,49.574,0.0,16.965132
2002,CRI,3.416876391,42.9,,64.2444906705039,18.362774
2002,CYP,,,,100.0,
2002,CZE,1.513459491,71.1,30.775,26.3359451048518,11.94141
2002,DEU,-0.234248512,48.7,66.353,61.7994878938763,23.427382
2002,DNK,0.456529921,11.1,37.457,0.0,29.61084
2002,DZA,,,,0.0,
2002,ECU,,,,0.0,
2002,ESP,2.755456116,37.4,42.274,84.2968175535536,24.921057
2002,EST,6.933000697,13.9,7.301,32.8596857510734,29.358723
2002,FIN,1.687298393,61.5,41.088,53.7323945105235,32.989845333333335
2002,FRA,1.06774458,53.0,77.26,51.9902296112764,23.98011
2002,GAB,,,,0.0,
2002,GBR,1.709027368,34.8,50.333,0.0,26.840527
2002,GEO,,,,47.2417807318952,
2002,GHA,,,,38.8619983309308,
2002,GNQ,,,,0.0,
2002,GRC,4.683137135,53.4,114.683,81.0854885329495,18.793383
2002,GTM,,,,24.5057906785299,
2002,HND,,,,56.3144475122557,
2002,HRV,,,45.014,54.9870799655465,22.7814579
2002,HUN,4.730064081,,71.895,57.3270695173496,14.211662
2002,IDN,4.499475391,,30.713,0.0,8.1296101
2002,IND,9.39265,,,22.1969266729062,10.595189
2002,IRL,5.899366512,0.2,27.475,94.3753409801325,24.814322
2002,IRQ,,,,0.0,
2002,ISL,0.54228672,50.4,72.434,20.4889143459192,27.861868
2002,ISR,-0.105185102,,78.682,100.0,42.090389
2002,ITA,0.269941113,46.7,109.755,87.9148588781137,10.367989
2002,JAM,,,,97.5056228585843,
2002,JPN,0.085008749,23.5,153.206,82.9888784175082,36.575481
2002,KAZ,,,,0.0,
2002,KEN,,,,19.0989702752234,
2002,KGZ,,,,53.8726282986866,
2002,KWT,,,,0.0,
2002,LBY,,,,0.0,
2002,LKA,,,,48.16025450541,
2002,LTU,6.719840348,,19.388,41.681439496854,35.700013
2002,LUX,3.225291523,55.9,17.207,100.0,21.590238199999998
2002,LVA,7.665494318,62.3,14.003,62.1902243693094,18.869808
2002,MAR,,,,88.1574659322708,
2002,MDA,,,,96.8718902114465,
2002,MDG,,,,11.3818089512975,
2002,MEX,-0.236588008,26.6,41.202,0.0,15.364734
2002,MKD,,,,46.7216058366568,
2002,MLT,,,,100.0,
2002,MMR,,,,0.0,
2002,MNG,,,,19.5257157527409,
2002,MOZ,,,,0.0,
2002,MYS,,,,0.0,
2002,NAM,,,,68.9350976685569,
2002,NGA,,,,0.0,
2002,NIC,,,,48.4414863071086,
2002,NLD,0.246208692,33.1,50.366,42.7494399700543,25.02088
2002,NOR,1.457474441,63.8,55.846,0.0,32.692787
2002,NPL,,,,10.5864170546877,
2002,NZL,4.706290027,35.5,25.729,21.6064754548772,35.628941
2002,OMN,,,,0.0,
2002,PAK,,,,24.391055188242,
2002,PAN,,,,100.0,
2002,PER,,,,22.7213143566442,32.44971085
2002,PHL,,,,48.1602512846163,
2002,POL,1.901146468,,51.475,11.4914715396506,12.585118
2002,PRT,0.770924504,2.0,80.161,87.5937686195704,9.4179335
2002,PRY,,,,0.0,
2002,QAT,,,,0.0,
2002,ROU,,,16.691,24.4432449897371,17.160242
2002,RUS,7.175949193,,,0.0,
2002,RWA,,,,8.09367439849966,
2002,SAU,11.758820687,,,0.0,
2002,SDN,,,,0.0,
2002,SEN,,,,57.5662100456619,
2002,SGP,,,,100.0,
2002,SLV,,,,55.9835880293992,
2002,SRB,,,,26.4643735389661,
2002,SUR,,,,0.0,
2002,SVK,4.417253483,51.3,36.467,64.1994984234894,10.958904
2002,SVN,3.282583843,57.9,30.907,49.6913940876881,15.257369
2002,SWE,2.277719954,12.3,48.015,38.3978448691625,32.56509
2002,SWZ,,,,12.0626684466386,
2002,SYR,,,,0.0,
2002,TCD,,,,4.52008806923462,
2002,THA,,,,46.9962899893864,
2002,TJK,,,,36.2675858661848,
2002,TKM,,,,0.0,
2002,TTO,,,,0.0,
2002,TUN,,,,20.1938358843954,
2002,TUR,6.435508858,,48.901,68.8098367142749,9.1408987
2002,UGA,,,,4.82086877557033,
2002,UKR,,,,43.6308798885512,
2002,URY,,,,54.7758560496691,
2002,USA,1.700443814,,64.674,27.8963061327111,38.133007
2002,UZB,,,,0.0,
2002,VNM,,,,0.0,
2002,ZAF,3.700374403,,38.354,0.0,6.860743
2002,ZMB,,,,7.78900912748387,
2002,ZWE,,,,18.5006446018871,
2003,AGO,,,,0.0,
2003,ALB,,,,51.5567710161061,
2003,ARE,,,,0.0,
2003,ARG,8.837040773,,,0.0,16.711861
2003,ARM,,,,65.8698587202855,
2003,AUS,3.118015258,38.0,12.765,0.0,31.314152
2003,AUT,1.141564997,25.8,70.344,72.0728608388597,24.783438
2003,AZE,,,,0.0,
2003,BEL,1.038009104,31.8,94.929,91.4404517841402,29.031809
2003,BEN,,,,34.4706070799294,
2003,BGD,,,,19.9285740363967,
2003,BGR,,,48.474,47.4286426431466,27.49805641
2003,BHR,,,,0.0,
2003,BIH,,,,21.053003073114,
2003,BLR,,,,85.235837610483,
2003,BOL,,,,0.0,
2003,BRA,1.140828999,,87.124,12.6504339560963,9.6238279
2003,BRN,,,,0.0,
2003,CAN,1.806385134,37.5,71.325,0.0,44.123833
2003,CHE,-0.284222455,23.6,45.939,57.1442553714071,26.875856
2003,CHL,4.723245269,53.7,11.376,71.3337721552689,17.120726
2003,CHN,10.1,,,2.81787719089625,9.6811743
2003,CMR,,,,0.0,
2003,COL,6.716868698,20.5,49.574,0.0,16.965132
2003,CRI,4.317179867,42.9,,62.669800889006,19.18364
2003,CYP,,,,100.0,
2003,CZE,3.300836833,71.1,30.775,25.0623374140375,12.005664
2003,DEU,-0.529801047,48.7,66.353,62.269879079911,23.982014
2003,DNK,0.441090951,11.1,37.457,0.0,31.847263
2003,DZA,,,,0.0,
2003,ECU,,,,0.0,
2003,ESP,2.939289595,37.4,42.274,82.2260956775872,25.625629
2003,EST,7.596303269,13.9,7.301,30.1426163374306,29.649635
2003,FIN,2.011766939,61.5,41.088,60.6279756640965,33.177582
2003,FRA,0.96782166,53.0,77.26,51.9019306143333,23.917387
2003,GAB,,,,0.0,
2003,GBR,3.218516082,34.8,50.333,0.0,27.998173
2003,GEO,,,,49.2787400462594,
2003,GHA,,,,39.7283328281781,
2003,GNQ,,,,0.0,
2003,GRC,5.796823085,53.4,114.683,76.4057944941676,19.299871
2003,GTM,,,,23.9563791488573,
2003,HND,,,,55.4002788495834,
2003,HRV,,,45.014,51.1697384177598,22.7814579
2003,HUN,3.938779069,,71.895,62.5385257113722,15.416001
2003,IDN,4.780369122,,30.713,0.0,8.1296101
2003,IND,9.39265,,,22.3528918245213,10.595189
2003,IRL,3.013838371,0.2,27.475,95.1190324417588,26.308289
2003,IRQ,,,,0.0,
2003,ISL,2.281369743,50.4,72.434,20.4889143459192,27.861868
2003,ISR,1.317722694,,78.682,100.0,42.89489
2003,ITA,0.066625688,46.7,109.755,85.3649353296641,10.460108
2003,JAM,,,,100.0,
2003,JOR,,,,100.0,
2003,JPN,1.380109358,23.5,153.206,85.4788968124398,37.422066
2003,KAZ,,,,0.0,
2003,KEN,,,,16.7385761754146,
2003,KGZ,,,,49.5988958055432,
2003,KWT,,,,0.0,
2003,LBY,,,,0.0,
2003,LKA,,,,42.5901168548228,
2003,LTU,10.551897513,,19.388,43.7080018139091,32.649318
2003,LUX,2.619250804,55.9,17.207,100.0,23.2432808
2003,LVA,8.429132571,62.3,14.003,66.6421817699818,17.920399
2003,MAR,,,,91.4162517780941,
2003,MDA,,,,98.156413463725,
2003,MDG,,,,11.9312680215483,
2003,MEX,1.185544877,26.6,41.202,0.0,15.5543
2003,MKD,,,,39.1179643487045,
2003,MLT,,,,100.0,
2003,MMR,,,,0.0,
2003,MNG,,,,21.5573762506454,
2003,MOZ,,,,5.28359937530337,
2003,MYS,,,,0.0,
2003,NAM,,,,70.7403977775988,
2003,NGA,,,,0.0,
2003,NIC,,,,51.5293434260922,
2003,NLD,0.098171277,33.1,50.366,46.5188750957607,27.545015
2003,NOR,1.096372723,63.8,55.846,0.0,32.692787
2003,NPL,,,,10.9825099353551,
2003,NZL,4.424887233,35.5,25.729,26.1116462365394,35.628941
2003,OMN,,,,0.0,
2003,PAK,,,,20.7973571927409,
2003,PAN,,,,100.0,
2003,PER,,,,25.6638768244264,32.44971085
2003,PHL,,,,47.5216491851143,
2003,POL,3.52341631,,51.475,13.3597151479885,14.17064
