year,country,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,GDP_Growth
2002,LBY,,,23.7312083,,
2002,LKA,,,52.9627032,,
2002,LTU,0.2815066,13.737,68.0745395,15.195798243709001,6.719840348
2002,LUX,2.074089,2.621,82.48021159999999,78.3349983530962,3.225291523
2002,LVA,1.938879,12.481,67.1253637,12.287004522267821,7.665494318
2002,MAR,,,46.480453399999995,,
2002,MDA,,,47.6514714,,
2002,MDG,,,52.069888999999996,,
2002,MEX,5.030733,2.864,61.9995323,83.04297177562174,-0.236588008
2002,MKD,,36.025,49.223825,,
2002,MLT,,6.9,75.593614,,
2002,MMR,,,18.8768107,,
2002,MNG,,,61.1650504,,
2002,MOZ,,,51.8293435,,
2002,MYS,,,45.965057599999994,,
2002,NAM,,,59.7300476,,
2002,NGA,,,40.9000175,,
2002,NIC,,,52.946481899999995,,
2002,NLD,3.287531,3.066,86.081718,52.9256974698051,0.246208692
2002,NOR,1.286725,3.762,86.1027787,359.95842407577146,1.457474441
2002,NPL,,,40.1168372,,
2002,NZL,2.677091,5.282,83.7719985,42.36004332740955,4.706290027
2002,OMN,,,44.9755824,,
2002,PAK,,,35.3812972,,
2002,PAN,,,65.6335601,,
2002,PER,,5.19,61.2065943,,
2002,PHL,,,57.861942199999994,,
2002,POL,1.941667,19.932,73.92318689999999,31.3688173870754,1.901146468
2002,PRT,3.600347,5.0,81.56062899999999,25.23348234072717,0.770924504
2002,PRY,,,46.478951699999996,,
2002,QAT,,,39.4356805,,
2002,ROU,,8.44,60.340634099999995,17.443055039661676,
2002,RUS,15.78873,7.875,49.902552299999996,,7.175949193
2002,RWA,,,30.618983699999998,,
2002,SAU,0.2471872,,24.8947492,,11.758820687
2002,SDN,,,26.8047941,,
2002,SEN,,,60.4251362,,
2002,SGP,,,60.6308272,,
2002,SLV,,,55.3934874,,
2002,SRB,,,51.6118208,,
2002,SUR,,,62.937380399999995,,
2002,SVK,3.127133,18.633,70.1715284,18.408970831117173,4.417253483
2002,SVN,7.480778,6.312,74.7983989,24.7545671009163,3.282583843
2002,SWE,2.158482,5.208,86.7042377,268.39877662288166,2.277719954
2002,SWZ,,,34.978795999999996,,
2002,SYR,,,27.654912699999997,,
2002,TCD,,,37.2341335,,
2002,THA,,,62.964315,,
2002,TJK,,,37.7111148,,
2002,TKM,,,24.8664722,,
2002,TTO,,,64.3980261,,
2002,TUN,,,37.0233422,,
2002,TUR,44.96412,10.358,51.8230514,27.382742642803716,6.435508858
2002,UGA,,,36.8462433,,
2002,UKR,,,44.8829889,,
2002,URY,,,74.48414869999999,,
2002,USA,1.586032,5.783,81.4067577,53.07678784640835,1.700443814
2002,UZB,,,28.1920291,,
2002,VNM,,,30.6969258,,
2002,ZAF,9.49471,27.1805013603779,65.81927019999999,,3.700374403
2002,ZMB,,,48.275739699999995,,
2002,ZWE,,,28.509410499999998,,
2003,AGO,,,33.9253719,,
2003,ALB,,,54.6310229,,
2003,ARE,,,41.655090699999995,,
2003,ARG,34.27723,7.561,64.1974319,,8.837040773
2003,ARM,,,46.198528499999995,,
2003,AUS,2.732596,5.932,82.3347099,58.165624998476545,3.118015258
2003,AUT,1.355554,4.279,81.1125356,50.047943901661355,1.141564997
2003,AZE,,,39.644368,,
2003,BEL,1.588964,8.174,83.7350683,56.428858974485905,1.038009104
2003,BEN,,,58.2041298,,
2003,BGD,,,44.3184094,,
2003,BGR,2.348642,13.678,64.51505829999999,13.44957590680237,
2003,BHR,,,46.732974,,
2003,BIH,,,57.868642099999995,,
2003,BLR,,,34.5111837,,
2003,BOL,,,55.449540799999994,,
2003,BRA,14.71492,9.731,65.4164977,,1.140828999
2003,BRN,,,41.7636849,,
2003,CAN,2.758563,7.563,85.3155465,48.703859666141824,1.806385134
2003,CHE,0.6382729,4.117,85.3937004,63.97687949415928,-0.284222455
2003,CHL,2.810177,9.76,76.5771121,3345.2031007168143,4.723245269
2003,CHN,1.2,3.366,28.9693689,,10.1
2003,CMR,,,34.4696013,,
2003,COL,7.129788,14.189,48.4317971,5479.1037549187195,6.716868698
2003,CRI,9.447581,6.558,75.7827196,1798.7343335196251,4.317179867
2003,CYP,,4.135,74.6798913,,
2003,CZE,0.1187392,7.778,73.2181849,209.35153348191213,3.300836833
2003,DEU,1.034223,9.267,82.8235036,51.301528588530694,-0.529801047
2003,DNK,2.075078,5.306,87.562355,237.27315508752724,0.441090951
2003,DZA,,,38.3337693,,
2003,ECU,,,54.9413701,,
2003,ESP,3.038888,11.483,77.7688478,35.60594073482828,2.939289595
2003,EST,1.334991,10.307,75.1218099,17.52102206553945,7.596303269
2003,FIN,0.8774385,8.966,86.7083718,48.8322275624324,2.011766939
2003,FRA,2.098472,8.527,78.4370771,53.0983383192407,0.96782166
2003,GAB,,,38.8660463,,
2003,GBR,1.4,4.802,82.5184195,45.21010987970263,3.218516082
2003,GEO,,,49.802238499999994,,
2003,GHA,,,56.3513041,,
2003,GNQ,,,26.0546322,,
2003,GRC,3.530651,9.792,77.51795659999999,28.38302019299715,5.796823085
2003,GTM,,,48.0205621,,
2003,HND,,,49.965491199999995,,
2003,HRV,1.766667,14.105,65.7711629,19.70353007703655,
2003,HUN,4.661017,5.868,76.2018832,1784.1213170349056,3.938779069
2003,IDN,6.757316,9.673,50.037886799999995,,4.780369122
2003,IND,3.805866,4.365,62.6734551,,9.39265
2003,IRL,3.492219,4.907,81.9055611,50.203570524385974,3.013838371
2003,IRQ,,,26.2352211,,
2003,ISL,2.055662,3.522,84.3183177,2824.7996210898114,2.281369743
2003,ISR,0.7076306,13.386,66.9394873,79.89574559942258,1.317722694
2003,ITA,2.672559,8.651,73.27727329999999,45.18613976174275,0.066625688
2003,JAM,,,63.3549636,,
2003,JOR,,,44.996159999999996,,
2003,JPN,-0.3,5.224,75.8499397,2223.4521013196936,1.380109358
2003,KAZ,,,39.9794024,,
2003,KEN,,,48.3197427,,
2003,KGZ,,,40.9127734,,
2003,KWT,,,52.4727963,,
2003,LBY,,,24.3076072,,
2003,LKA,,,53.4258786,,
2003,LTU,-1.134309,12.441,70.0826805,16.704381994118997,10.551897513
2003,LUX,2.04984,3.675,83.0203366,79.41490299633547,2.619250804
2003,LVA,2.942643,11.641,68.3918298,13.289370316037914,8.429132571
2003,MAR,,,44.540188699999995,,
2003,MDA,,,48.1961559,,
2003,MDG,,,54.552394799999995,,
2003,MEX,4.546898,2.964,62.790209,86.45978871436353,1.185544877
2003,MKD,,36.025,52.428693499999994,,
2003,MLT,,7.565,78.10292129999999,,
2003,MMR,,,18.0914722,,
2003,MNG,,,61.934073,,
2003,MOZ,,,53.5039327,,
2003,MYS,,,48.9585485,,
2003,NAM,,,59.9503479,,
2003,NGA,,,41.465484499999995,,
2003,NIC,,,57.095872199999995,,
2003,NLD,2.091998,4.829,86.1603094,53.784374337025426,0.098171277
2003,NOR,2.487826,4.045,85.92353399999999,375.2365206185568,1.096372723
2003,NPL,,,47.0908387,,
2003,NZL,1.753576,4.745,84.0280284,43.449067255410924,4.424887233
2003,OMN,,,44.5603796,,
2003,PAK,,,35.911736399999995,,
2003,PAN,,,65.426959,,
2003,PER,,5.19,60.512251299999996,,
2003,PHL,,,55.457282199999995,,
2003,POL,0.8416666,19.644,74.01904979999999,32.84902836658843,3.52341631
2003,PRT,3.218991,6.263,81.9153625,25.696056363551175,-0.930520921
2003,PRY,,,48.0936753,,
2003,ROU,,7.025,60.0732346,18.720119769505565,
2003,RUS,13.66329,8.21,49.591482299999996,,7.175949193
2003,RWA,,,34.128096299999996,,
2003,SAU,0.6121928,,24.786305499999997,,11.758820687
2003,SDN,,,26.804710099999998,,
2003,SEN,,,59.269175499999996,,
2003,SGP,,,59.1176215,,
2003,SLV,,,55.765740799999996,,
2003,SRB,,,51.5275341,,
2003,SUR,,,62.838794099999994,,
2003,SVK,8.554143,17.516,71.9245567,19.870876750221026,4.856698516
2003,SVN,5.544164,6.675,74.6632307,25.893570157362326,3.195031074
2003,SWE,1.925655,5.762,86.89591449999999,279.24896734814286,1.881025943
2003,SWZ,,,32.0514732,,
2003,SYR,,,26.6476077,,
2003,TCD,,,35.3012321,,
2003,THA,,,59.650048899999994,,
2003,TJK,,,38.5303276,,
2003,TKM,,,24.7827,,
2003,TTO,,,65.82904359999999,,
2003,TUN,,,37.2797012,,
2003,TUR,21.60244,10.542,55.6602848,29.757187016006924,5.799093309
2003,UGA,,,41.373886899999995,,
2003,UKR,,,44.1881926,,
2003,URY,,,74.0383341,,
2003,USA,2.270095,5.989,80.1606067,55.1292643861503,2.795612971
2003,UZB,,,27.675073899999997,,
2003,VNM,,,31.9102456,,
2003,ZAF,5.679419,27.1157713997375,67.1723772,,2.949075467
2003,ZMB,,,48.6357064,,
2003,ZWE,,,31.072529199999998,,
2004,AGO,,,33.8036299,,
2004,ALB,,,56.665036199999996,,
2004,ARE,,,39.877114299999995,,
2004,ARG,34.27723,7.561,65.2542794,,9.029573319
2004,ARM,,,45.4115361,,
2004,AUS,2.343255,5.399,81.3567425,59.149428649979455,3.957028074
2004,AUT,2.061207,5.487,80.74418519999999,51.35237459633905,2.565254777
2004,AZE,,,39.1502955,,
2004,BEL,2.097283,8.392,82.2753887,58.5241212376263,3.571179225
2004,BEN,,,59.8694304,,
2004,BGD,,,45.9810794,,
2004,BGR,6.14713,12.04,65.05206609999999,13.92213861220019,
2004,BHR,,,45.7011095,,
2004,BIH,,,60.194936399999996,,
2004,BLR,,,35.465851799999996,,
2004,BOL,,,55.1282389,,
2004,BRA,6.597185,8.878,65.1251758,,5.759964637
2004,BRN,,,41.4741657,,
2004,CAN,1.857259,7.176,84.3936957,49.73169593298623,3.092363833
2004,CHE,0.8029087,4.316,84.9038652,64.57801961059005,2.586928949
2004,CHL,1.054739,10.151,77.1221431,3552.913279798401,6.674254168
2004,CHN,3.9,3.296,29.594015199999998,,10.1
2004,CMR,,,37.7840407,,
2004,COL,5.904022,13.717,52.5017296,5941.1209622463675,6.716868698
2004,CRI,12.31481,6.391,75.2066007,1906.3873670034284,4.424599598
2004,CYP,,4.704,72.9328051,,
2004,CZE,2.760108,8.294,71.4989749,221.5138638154288,4.736339697
2004,DEU,1.665736,10.289,82.706587,52.26159286461305,1.165113534
2004,DNK,1.154357,5.354,87.2407083,247.49536826452083,2.776351439
2004,DZA,,,43.300959999999996,,
2004,ECU,,,54.376366999999995,,
2004,ERI,,,22.3254171,,
2004,ESP,3.039249,10.962,78.4131214,36.21542227992635,3.11453148
2004,EST,3.048111,10.105,75.05474559999999,18.93488664804295,6.800699368
2004,FIN,0.1871234,8.785,86.9487283,50.885533731939674,4.005315615
2004,FRA,2.14209,8.867,79.1033636,53.98013865495052,2.86825405
2004,GAB,,,37.2117565,,
2004,GBR,1.4,4.771,82.0252309,46.42093270387852,2.32601855
2004,GEO,,,55.9002282,,
2004,GHA,,,59.955439399999996,,
2004,GNQ,,,26.0704054,,
2004,GRC,2.898848,10.59,76.9149504,29.549896407080276,5.377866207
2004,GTM,,,51.439846599999996,,
2004,HND,,,51.0697583,,
2004,HRV,2.05,13.644,68.5186161,20.59768747562085,
2004,HUN,6.744347,6.089,74.53205129999999,1930.3429402456075,4.963123521
2004,IDN,6.06406,10.211500000000001,53.436177,,5.030873945
2004,IND,3.767239,4.381,62.897726799999994,,9.39265
2004,IRL,2.178546,4.802,80.34311559999999,52.57911268105654,6.788138906
2004,IRQ,,,31.3364318,,
2004,ISL,3.158195,3.401,83.1774705,3040.659748140775,7.622605186
2004,ISR,-0.421595,12.913,66.63886099999999,83.08647984528807,4.690071268
2004,ITA,2.206736,7.998,73.5031272,45.8747549852662,1.474017001
2004,JAM,,,63.875077999999995,,
2004,JPN,0.0,4.683,74.3857427,2264.1295640769763,2.112948237
2004,KAZ,,,39.1254542,,
2004,KEN,,,52.2860867,,
2004,KGZ,,,41.8006781,,
2004,KWT,,,53.1339878,,
2004,LBY,,,23.5032243,,
2004,LKA,,,52.5845339,,
2004,LTU,1.164103,10.883,69.6700716,17.20259841509706,6.502034944
2004,LUX,2.225681,5.113,83.6513801,82.00729149115415,4.230677641
2004,LVA,6.192384,11.746,65.7567356,14.832306558160194,8.72513822
2004,MAR,,,45.754056299999995,,
2004,MDA,,,50.2619116,,
2004,MDG,,,54.2770018,,
2004,MEX,4.688407,3.66,64.4013061,89.33100115636131,3.565441011
2004,MKD,,36.025,55.1520685,,
2004,MLT,,7.198,77.397347,,
2004,MMR,,,17.8039711,,
2004,MNG,,,62.507268999999994,,
2004,MOZ,,,55.0648834,,
2004,MYS,,,48.533833099999995,,
2004,NAM,,,61.6638503,,
2004,NER,,,55.645230899999994,,
2004,NGA,,,41.627210999999996,,
2004,NIC,,,57.7301134,,
2004,NLD,1.263647,5.658,85.6411383,55.6323083373956,2.013391169
2004,NOR,0.4544985,4.184,84.1365053,391.396608565737,4.330186246
2004,NPL,,,39.8651899,,
2004,NZL,2.290249,4.005,83.40349239999999,43.84832140627422,4.844237857
2004,OMN,,,45.4476753,,
2004,PAK,,,35.0408371,,
2004,PAN,,,66.94612769999999,,
2004,PER,,5.19,58.2679316,,
2004,PHL,,,55.8690457,,
2004,POL,3.491667,18.972,72.1425065,34.728430334403924,5.090830297
2004,PRT,2.365362,6.622,80.6387432,26.44508829284535,1.788735504
2004,PRY,,,50.851551199999996,,
2004,QAT,,,41.40585,,
2004,ROU,,8.074,62.1578738,21.622666402238526,
2004,RUS,10.88861,7.763,49.266585299999996,,7.175949193
2004,RWA,,,34.9093304,,
2004,SAU,0.5155075,,29.267388999999998,,11.758820687
2004,SDN,,,25.109875799999998,,
2004,SEN,,,59.655240199999994,,
2004,SGP,,,55.1291368,,
2004,SLV,,,55.9079695,,
2004,SRB,,,52.825131899999995,,
2004,SUR,,,62.870897199999995,,
2004,SVK,7.548501,18.137,71.4456886,20.867024409713473,5.38949857
2004,SVN,3.592976,6.29,73.8315772,27.080619068162225,4.546022188
2004,SWE,0.3736598,6.526,86.45823329999999,288.7984948818762,4.179594518
2004,SWZ,,,33.304977,,
2004,SYR,,,28.168535499999997,,
2004,TCD,,,36.0367077,,
2004,THA,,,57.4142197,,
2004,TJK,,,38.813874899999995,,
2004,TKM,,,28.1296677,,
2004,TTO,,,65.3358077,,
2004,TUN,,,36.565519099999996,,
2004,TUR,8.598262,10.837,57.7311093,33.13449696686895,9.925405478
2004,UGA,,,43.160411499999995,,
2004,UKR,,,44.8836383,,
2004,URY,,,72.912728,,
2004,USA,2.677237,5.529,78.6270124,57.216280352833,3.847769885
2004,UZB,,,29.088683399999997,,
2004,VNM,,,33.3694124,,
2004,ZAF,-0.692031,24.6727797768636,68.3766587,,4.554559907
2004,ZMB,,,49.597727199999994,,
2004,ZWE,,,28.1239794,,
2005,AGO,,,35.692130899999995,,
2005,ALB,,,58.6105394,,
2005,ARE,,,41.3034044,,
2005,ARG,34.27723,7.561,65.790841,,8.851659925
2005,ARM,,,46.9123045,,
2005,AUS,2.691832,5.036,84.25420079999999,60.64933816939943,3.043230489
2005,AUT,2.299138,5.627,80.0224823,53.080429540921706,2.320365716
2005,AZE,,,38.7539936,,
2005,BEL,2.781433,8.44,83.669861,59.863493471331594,2.321737929
2005,BEN,,,59.338455599999996,,
2005,BGD,,,47.1137267,,
2005,BGR,5.038838,10.083,67.2681893,14.803244342291363,
2005,BHR,,,44.6579997,,
2005,BIH,,,61.9626598,,
2005,BLR,,,33.3239917,,
2005,BOL,,,58.4417121,,
2005,BRA,6.869537,9.286,67.04265219999999,,3.202135235
2005,BRN,,,43.475216499999995,,
2005,CAN,2.213552,6.751,83.2300654,51.671021747306796,3.210454389
2005,CHE,1.171954,4.437,85.0663041,66.37100576898477,2.952084894
2005,CHL,3.052574,9.336,79.7501348,3835.2046290069784,5.837045719
2005,CHN,1.8,3.226,30.995604099999998,,11.5
2005,CMR,,,38.2771873,,
2005,COL,5.051016,11.87,52.6690307,6196.585058097794,6.716868698
2005,CRI,13.7983,6.571,74.7613356,1941.196617444197,3.976666381
2005,CYP,,5.304,75.26264019999999,,
2005,CZE,1.857098,7.926,73.74279229999999,232.603480290515,6.375028861
2005,DEU,1.546911,11.148,84.29951299999999,53.334395523302575,0.888449591
2005,DNK,1.817815,4.58,86.79459779999999,253.88960575828096,2.359609215
2005,DZA,,,44.517986799999996,,
2005,ECU,,,54.017376899999995,,
2005,ESP,3.368814,9.146,78.09921949999999,36.92146946811635,3.551130703
2005,EST,4.079714,8.01,75.2783591,20.37127779427504,9.523052565
2005,FIN,0.6238712,8.371,86.56154169999999,51.9739086807884,2.777777778
2005,FRA,1.745869,8.867,83.1881592,55.251109693039325,1.888569648
2005,GAB,,,38.2027597,,
2005,GBR,2.1,4.902,82.16116219999999,46.8120289996705,2.790654735
2005,GEO,,,57.0064625,,
2005,GHA,,,62.0741367,,
2005,GNQ,,,26.5707298,,
2005,GRC,3.545073,9.994,77.0494238,28.947469259859226,1.183506254
2005,GTM,,,51.775875199999994,,
2005,HND,,,51.845268999999995,,
2005,HRV,3.325,12.598,68.2006694,21.43345095828635,
2005,HUN,3.561517,7.228,76.9193593,2073.4399685765366,4.300283783
2005,IDN,10.4532,10.75,55.1948551,,5.692571304
2005,IND,4.246353,4.397,64.37270529999999,,9.39265
2005,IRL,2.456547,5.008,84.9427522,53.53112148202377,5.739782453
2005,IRQ,,,33.7353702,,
2005,ISL,3.987048,2.866,84.4697072,3169.2034218018907,7.029340622
2005,ISR,1.340703,11.262,66.9237246,84.21872861364801,4.642416785
2005,ITA,1.985294,7.73,74.48743569999999,46.43074847095155,0.762383939
2005,JOR,,,46.662501999999996,,
2005,JPN,-0.3,4.407,75.4073595,2283.341238288277,1.84830057
2005,KAZ,,,41.115894999999995,,
2005,KEN,,,53.2472499,,
2005,KGZ,,,42.2644363,,
2005,LBY,,,24.329408299999997,,
2005,LKA,,,52.719044,,
2005,LTU,2.658485,8.325,71.18899189999999,18.550674568439547,7.731446161
2005,LUX,2.487693,4.488,82.2156614,84.3878035491905,2.482502827
2005,LVA,6.748452,10.033,69.0379517,16.249932820277188,11.615323191
2005,MAR,,,44.2531094,,
2005,MDA,,,49.484206,,
2005,MDG,,,54.7131779,,
2005,MEX,3.988061,3.558,64.4242694,89.53275676949542,2.113247126
2005,MKD,,36.025,57.726185799999996,,
2005,MLT,,6.923,78.87449579999999,,
2005,MMR,,,18.4629031,,
2005,MNE,,,52.470307399999996,,
2005,MNG,,,60.7246703,,
2005,MOZ,,,57.1057401,,
2005,MYS,,,50.1870657,,
2005,NAM,,,64.40863259999999,,
2005,NER,,,54.171046999999994,,
2005,NGA,,,43.1426745,,
2005,NIC,,,55.496433499999995,,
2005,NLD,1.68813,5.875,86.5210567,57.386626734260474,2.028841787
2005,NOR,1.532134,4.381,86.9235964,409.53304852097784,2.96971446
2005,NPL,,,39.3363732,,
2005,NZL,3.037021,3.807,84.9240368,43.9910285377373,3.214809507
2005,OMN,,,44.6934107,,
2005,PAK,,,37.1621387,,
2005,PAN,,,67.51291429999999,,
2005,PER,,5.264,59.6887487,,
2005,PHL,,,56.2494921,,
2005,POL,2.133333,17.747,74.8511706,35.46880071408478,3.260795652
2005,PRT,2.277164,7.584,81.3619198,27.2207920589771,0.781847679
2005,PRY,,,52.5829307,,
2005,QAT,,,45.7351239,,
2005,ROU,,7.174,64.51572689999999,23.306807743316526,
2005,RUS,12.68531,7.124,49.6020608,,6.376187027
2005,RWA,,,38.7020742,,
2005,SAU,0.4792332,,28.8351686,,11.758820687
2005,SDN,,,25.292391799999997,,
2005,SEN,,,59.8066822,,
2005,SGP,,,57.7980686,,
2005,SLV,,,55.786127699999994,,
2005,SRB,,,53.5015436,,
2005,SUR,,,62.8124757,,
2005,SVK,2.709085,16.172,73.0808026,21.71847645991825,6.484932223
2005,SVN,2.451501,6.506,74.9376855,29.079136450079226,3.854126251
2005,SWE,0.4531709,7.667,85.99710569999999,297.90349487416006,2.793156831
2005,SWZ,,,35.1487347,,
2005,SYR,,,30.7790108,,
2005,TCD,,,34.6794072,,
2005,THA,,,55.5118182,,
2005,TJK,,,37.3613328,,
2005,TKM,,,25.4079712,,
2005,TTO,,,67.82963939999999,,
2005,TUN,,,36.143579599999995,,
2005,TUR,8.17916,10.635,58.7754006,35.406856520592655,9.111577413
2005,UGA,,,45.669094,,
2005,UKR,,,52.899356399999995,,
2005,URY,,,74.25889339999999,,
2005,USA,3.392747,5.083,80.12839509999999,59.20369370406325,3.483551497
2005,UZB,,,26.360080399999998,,
2005,VNM,,,34.6047065,,
2005,ZAF,2.06285,23.8400078731586,68.73866269999999,,5.277051974
2005,ZMB,,,52.174244099999996,,
2005,ZWE,,,27.477789299999998,,
2006,AGO,,,34.7408059,,
2006,ALB,,,58.9530841,,
2006,ARE,,,45.4462103,,
2006,ARG,34.27723,7.561,65.76930589999999,,8.047151495
2006,ARM,,,47.5297468,,
2006,AUS,3.555288,4.785,84.2800468,62.26341780209047,2.706155397
2006,AUT,1.441547,5.243,84.8523046,55.1460771854954,3.269336962
2006,AZE,,,39.8579491,,
2006,BEL,1.791208,8.246,83.63374809999999,60.99485639427033,2.552365923
2006,BEN,,,64.2076096,,
2006,BGD,,,47.8791193,,
2006,BGR,7.261595,8.951,68.8405009,15.588846552965016,
2006,BHR,,,45.4740743,,
2006,BIH,,,60.9259226,,
2006,BLR,,,31.8129335,,
2006,BOL,,,59.464118199999994,,
2006,BRA,4.183568,8.378,67.43825919999999,,3.961988685
2006,BRN,,,43.007256,,
2006,CAN,2.002025,6.473,84.21155949999999,52.98436562721878,2.637943748
2006,CHE,1.059509,3.995,85.6854354,69.3201033107416,4.134322593
2006,CHL,3.392019,9.023,79.70664459999999,4151.940532107442,6.049990826
2006,CHN,1.5,3.1559999999999997,31.4688259,,12.7
2006,CMR,,,40.2200913,,
2006,COL,4.293426,11.5755,53.8271896,6729.192110314572,6.716868698
2006,CRI,11.4706,5.74,75.2605801,2097.4426714658493,7.326695432
2006,CUB,,,29.1600358,,
2006,CYP,,4.543,77.92024959999999,,
2006,CZE,2.533993,7.138,74.35365709999999,247.3538438571333,6.623172992
2006,DEU,1.577429,10.293,84.5315505,54.67268606753295,3.857558046
2006,DNK,1.924221,3.488,88.3775282,259.7281601815198,3.816488671
2006,DZA,,,44.4848546,,
2006,ECU,,,54.4998715,,
2006,ESP,3.515576,8.452,78.6807415,38.18958846541612,4.043438861
2006,EST,4.437621,5.903,74.8736929,21.895057203038824,9.762571701
2006,FIN,1.566667,7.638,86.8399118,53.736229855505776,4.019493274
2006,FRA,1.675125,8.816,80.60608529999999,57.48092055736022,2.714058235
2006,GAB,,,39.0421773,,
2006,GBR,2.5,5.353,82.34164609999999,48.72974920013388,2.189821288
2006,GEO,,,57.663883999999996,,
2006,GHA,,,66.2876491,,
2006,GNQ,,,27.016780699999998,,
2006,GRC,3.195946,9.008,77.6959534,31.004933149729872,6.443397731
2006,GTM,,,55.5218524,,
2006,HND,,,53.7045847,,
2006,HRV,3.183333,11.13,68.1681095,22.4128979897615,
2006,HUN,3.930326,7.499,75.81743759999999,2175.4639164096984,3.933931966
2006,IDN,13.10867,10.362,57.464849199999996,,5.500951785
2006,IND,5.796516,4.377,66.47648869999999,,9.39265
2006,IRL,3.935761,4.892,83.66491479999999,55.61558447950025,4.987854669
2006,IRQ,,,35.2269305,,
2006,ISL,6.687074,3.219,85.25257959999999,3335.8086265600973,5.67161248
2006,ISR,2.054079,10.649,70.47833829999999,87.03738361694752,5.392158398
2006,ITA,2.090843,6.777,77.6846066,47.1351656859481,1.799513863
2006,JOR,,,46.989725,,
2006,JPN,0.3,4.101,75.89398469999999,2277.440650478209,1.546308139
2006,KAZ,,,41.9358516,,
2006,KEN,,,54.292452999999995,,
2006,KGZ,,,46.3518538,,
2006,LBY,,,25.9245362,,
2006,LKA,,,51.4378671,,
2006,LTU,3.73912,5.78,71.9705252,20.430685621595472,7.395480954
2006,LUX,2.666315,4.731,84.7201276,88.87052618428935,6.016626623
2006,LVA,6.536199,7.03,70.4450696,17.61165375944005,12.825013564
2006,MAR,,,45.789346599999995,,
2006,MDA,,,55.1208003,,
2006,MEX,3.629463,3.566,62.5690265,93.41257521276097,4.805013527
2006,MKD,,36.025,61.1406922,,
2006,MLT,,6.798,77.5292877,,
2006,MMR,,,19.7783096,,
2006,MNE,,,62.161046999999996,,
2006,MNG,,,61.5038426,,
2006,MOZ,,,56.6594809,,
2006,MYS,,,50.624552699999995,,
2006,NAM,,,65.8212638,,
2006,NER,,,52.7109281,,
2006,NGA,,,45.2564886,,
2006,NIC,,,54.3196344,,
2006,NLD,1.101501,5.006,87.7266526,59.20587828268523,3.539020707
2006,NOR,2.32935,3.399,87.1986008,421.82986142815344,2.847260991
2006,NPL,,,45.568109899999996,,
2006,NZL,3.365404,3.857,85.2288147,45.3512854440456,2.815304933
2006,OMN,,,42.9469634,,
2006,PAK,,,40.957856299999996,,
2006,PAN,,,68.9443379,,
2006,PER,,4.589,60.7218734,,
2006,PHL,,,55.1065008,,
2006,POL,1.033333,13.841,73.2319419,36.796413830767904,6.202124598
2006,PRT,3.107666,7.648,82.8363084,28.35667110574635,1.625035102
2006,PRY,,,52.8506278,,
2006,QAT,,,46.2305231,,
2006,ROU,,7.269,66.2093062,26.0293434905144,
2006,RUS,9.668655,7.055,47.0712516,,8.153431973
2006,RWA,,,40.412634499999996,,
2006,SAU,2.20902,,29.37588,,11.758820687
2006,SDN,,,28.407615999999997,,
2006,SEN,,,58.1536754,,
2006,SGP,,,57.0983156,,
2006,SLV,,,58.031075699999995,,
2006,SRB,,,61.2554455,,
2006,SUR,,,64.741474,,
2006,SVK,4.483331,13.302,73.8997091,23.428062090039774,8.925687048
2006,SVN,2.457924,5.95,75.9138675,31.141324612649225,5.908781909
2006,SWE,1.360215,6.975,86.65629489999999,309.0781180313793,4.676095844
2006,SWZ,,,38.0738206,,
2006,SYR,,,29.584768699999998,,
2006,TCD,,,32.5894332,,
2006,THA,,,45.829359,,
2006,TJK,,,38.070495199999996,,
2006,TKM,,,27.8388621,,
2006,TTO,,,68.15053879999999,,
2006,TUN,,,37.0473469,,
2006,TUR,9.597242,10.229,58.461160899999996,37.9905461842242,7.067626048
2006,UGA,,,49.671976199999996,,
2006,UKR,,,58.4692243,,
2006,URY,,,76.28005279999999,,
2006,USA,3.225944,4.624,79.3544666,60.547581974419195,2.784533296
2006,UZB,,,27.475130699999998,,
2006,VNM,,,35.5729617,,
2006,ZAF,3.243906,22.6157570828143,69.3205749,,5.603806116
2006,ZMB,,,54.578627499999996,,
2006,ZWE,,,29.3212442,,
2007,AGO,,,35.2304258,,
2007,ALB,,,58.5662266,,
2007,ARE,,,46.0598126,,
2007,ARG,34.27723,7.561,65.6717505,,9.007650884
2007,ARM,,,48.9552388,,
2007,AUS,2.327611,4.381,84.7218673,63.560526641668474,4.378258966
2007,AUT,2.168556,4.858,84.9349356,56.93285005753585,3.775223954
2007,AZE,,,40.2956041,,
2007,BEL,1.823056,7.458,84.48492739999999,62.549013329143804,3.676899301
2007,BEN,,,63.323961399999995,,
2007,BGD,,,47.9621056,,
2007,BGR,8.402534,6.878,69.11615809999999,16.539515690885523,
2007,BHR,,,46.4820916,,
2007,BIH,,,60.2257811,,
2007,BLR,,,32.8376483,,
2007,BOL,,,58.1759771,,
2007,BRA,3.641273,8.076,67.1091844,,6.069870624
2007,BRN,,,42.3186853,,
2007,CAN,2.138384,6.152,84.5261405,53.714347210610924,2.049904622
2007,CHE,0.7323506,3.641,85.681247,71.981143264117,3.983193736
2007,CHL,4.407798,8.434,79.84767269999999,4399.976856523739,5.168230985
2007,CHN,4.8,3.086,31.2029805,,14.2
2007,CMR,,,40.6130555,,
2007,COL,5.544385,11.281,54.6667438,7143.61643886038,6.738194691
