year,country,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,GDP_Growth
2000,NZL,2.615233,6.131,83.7458463,40.38892196552515,4.212489373
2000,OMN,,,44.432212299999996,,
2000,PAK,,,33.1161094,,
2000,PAN,,,65.0728101,,
2000,PER,,5.19,45.289806299999995,,
2000,PHL,,,57.8824866,,
2000,POL,10.09167,16.37,78.08268319999999,28.171458328610175,4.656227896
2000,PRT,2.85303,3.928,80.9542063,24.1552703738497,3.816177361
2000,PRY,,,45.797016199999995,,
2000,QAT,,,36.9485156,,
2000,ROU,,7.157,59.4880511,13.235794434312957,
2000,RUS,20.79877,10.581,47.2453384,,7.175949193
2000,RWA,,,26.7892659,,
2000,SAU,-1.125,,22.5311886,,11.758820687
2000,SDN,,,22.2850003,,
2000,SEN,,,56.1142014,,
2000,SGP,,,60.7621343,,
2000,SLV,,,50.277875599999994,,
2000,SRB,,,40.7355239,,
2000,SUR,,,63.869440499999996,,
2000,SVK,12.03578,18.777,71.3721134,16.015310527456464,0.789224478
2000,SVN,8.911745,6.729,75.6010053,23.077898421018975,3.49791671
2000,SWE,0.8991438,5.799,86.0697323,252.9293994764047,4.63114518
2000,SWZ,,,31.403382299999997,,
2000,SYR,,,26.6274974,,
2000,TCD,,,35.1584205,,
2000,THA,,,61.9080398,,
2000,TJK,,,29.5381771,,
2000,TKM,,,21.537022699999998,,
2000,TTO,,,63.4122895,,
2000,TUN,,,38.089250799999995,,
2000,TUR,54.91538,6.495,47.643145499999996,25.984350976797295,6.985286864
2000,UGA,,,35.2202988,,
2000,UKR,,,43.558754099999994,,
2000,URY,,,72.9746973,,
2000,USA,3.376857,3.992,79.24405209999999,49.7316671619496,4.07758576
2000,UZB,,,23.859139199999998,,
2000,VNM,,,34.5101143,,
2000,ZAF,5.338953,25.3707343793721,65.8229563,,4.2
2000,ZMB,,,44.4497918,,
2000,ZWE,,,31.1596864,,
2002,AGO,,,32.6143813,,
2002,ALB,,,53.080731199999995,,
2002,ARE,,,41.6602171,,
2002,ARG,34.27723,7.561,62.677685499999995,,-10.894484806
2002,ARM,,,49.2464575,,
2002,AUS,2.981575,6.375,82.2533828,55.9999730738054,3.998847357
2002,AUT,1.810359,3.985,81.5922245,49.186917872766,1.484368222
2002,AZE,,,39.6250785,,
2002,BEL,1.645214,7.514,83.2817713,55.5875148231954,1.706867024
2002,BEN,,,56.0156834,,
2002,BGD,,,45.2917438,,
2002,BGR,5.810143,18.178,64.08099299999999,12.982413684546838,
2002,BHR,,,46.9527195,,
2002,BIH,,,55.300010099999994,,
2002,BLR,,,34.075320999999995,,
2002,BOL,,,57.290452599999995,,
2002,BRA,8.450165,9.117,65.3207101,,3.053461857
2002,BRN,,,42.804508899999995,,
2002,CAN,2.258394,7.656,85.3728549,47.9284356856372,2.99925534
2002,CHE,0.6427115,2.924,85.1303159,63.98383601973782,0.380410211
2002,CHL,2.489398,10.166,77.37596239999999,3255.7344740625185,3.202799135
2002,CHN,-0.8,3.436,28.232794199999997,,9.2
2002,CMR,,,33.3404808,,
2002,COL,6.351508,15.633,48.3780242,5320.492919622413,6.716868698
2002,CRI,9.167521,6.334,76.5935399,1730.3183065940948,3.416876391
2002,CYP,,3.299,75.0563961,,
2002,CZE,1.902981,7.289,72.3867082,198.33164204899018,1.513459491
2002,DEU,1.420807,8.567,83.8049959,50.3568809050613,-0.234248512
2002,DNK,2.424437,4.363,87.0867074,231.9570773679428,0.456529921
2002,DZA,,,39.8938835,,
2002,ECU,,,54.3302304,,
2002,ESP,3.065657,11.45,79.4625672,35.12549557254498,2.755456116
2002,EST,3.571913,11.192,74.1950356,16.46528586765211,6.933000697
2002,FIN,1.571221,8.98,87.2647357,47.810055515870324,1.687298393
2002,FRA,1.923412,7.919,78.49105829999999,52.70992853627528,1.06774458
2002,GAB,,,42.1066881,,
2002,GBR,1.5,5.018,82.52421629999999,43.68194410704213,1.709027368
2002,GEO,,,46.243002399999995,,
2002,GHA,,,54.5476288,,
2002,GNQ,,,26.9418053,,
2002,GRC,3.629363,10.353,76.6197184,26.935229230377775,4.683137135
2002,GTM,,,47.7359559,,
2002,HND,,,48.5273117,,
2002,HRV,1.691667,14.708,64.8160363,18.942951111409567,
2002,HUN,5.265448,5.811,75.3859399,1687.2333334625628,4.730064081
2002,IDN,11.90012,9.061,49.722856,,4.499475391
2002,IND,4.29716,4.349,62.352457699999995,,9.39265
2002,IRL,4.628205,4.759,80.76120279999999,48.2590990702148,5.899366512
2002,IRQ,,,18.736901,,
2002,ISL,5.197023,3.251,83.8665855,2728.7979790416202,0.54228672
2002,ISR,5.802346,12.785,65.92588669999999,79.3869907861837,-0.105185102
2002,ITA,2.46532,8.985,73.70920679999999,45.02795975076375,0.269941113
2002,JAM,,,63.1620249,,
2002,JPN,-0.9,5.38,75.24020019999999,2210.2474103866934,0.085008749
2002,KAZ,,,39.395164,,
2002,KEN,,,41.1904433,,
2002,KGZ,,,40.3502626,,
2002,KWT,,,52.834592,,
