shock_id,debt_capacity_score_0_100_min,debt_capacity_score_0_100_median,debt_capacity_score_0_100_max,employment_strength_score_0_100_min,employment_strength_score_0_100_median,employment_strength_score_0_100_max,rd_intensity_score_0_100_min,rd_intensity_score_0_100_median,rd_intensity_score_0_100_max,human_capital_tertiary_score_0_100_min,human_capital_tertiary_score_0_100_median,human_capital_tertiary_score_0_100_max,energy_security_score_0_100_min,energy_security_score_0_100_median,energy_security_score_0_100_max
2007,0.0,64.84607745779543,100.0,0.0,64.67739824630283,100.0,0.0,34.093311036052796,100.0,0.0,37.76496819897556,100.0,0.0,28.58329615310983,100.0
2019,0.0,73.13432835820896,100.0,0.0,88.08641041162227,100.0,0.0,28.27273965832401,100.0,0.0,51.146451516585664,100.0,0.0,16.66366192322806,100.0
