year,country,R&D expenditure (%GDP),trust_in_institutions,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment
2007,SVK,10.818629507,51.3,36.467,69.736,14.438412
2008,SVK,5.363377212,51.3,35.336,65.842,14.763523
2009,SVK,-5.50533791,51.3,44.563,67.692,15.762831
2010,SVK,6.790581591,51.3,48.85,61.942,17.327984
2011,SVK,2.562424732,51.3,51.697,63.462,18.617317
2012,SVK,1.569171047,51.3,61.147,58.952,18.979084
2013,SVK,0.703323545,51.3,65.504,58.4,19.87734
2014,SVK,2.707951514,51.3,67.924,60.698,20.379578
2015,SVK,5.176879097,51.3,66.395,58.013,21.149881
2016,SVK,1.947818415,51.3,67.665,58.206,21.979519
2017,SVK,2.874733275,51.3,65.508,62.541,23.095415
2018,SVK,4.062119819,51.3,63.051,61.905,24.58342
2019,SVK,2.2758991,51.3,62.851,69.785,25.786274
2020,SVK,-2.585512417,51.3,76.872,56.329,26.773348
2021,SVK,5.655858807,51.3,76.946,52.584,27.911043
2022,SVK,0.544591632,51.3,63.924,69.595,29.216726
2023,SVK,2.112636332,51.3,63.587,58.41,28.80596542
2024,SVK,1.938674455,51.3,66.7,53.501,29.0372486114502
2000,SVN,3.49791671,57.9,30.907,51.852,15.726464
2002,SVN,3.282583843,57.9,30.907,49.749,15.257369
2003,SVN,3.195031074,57.9,30.907,52.467,17.744364
2004,SVN,4.546022188,57.9,30.907,51.379,19.040981
2005,SVN,3.854126251,57.9,30.907,50.826,20.171976
2006,SVN,5.908781909,57.9,30.907,50.897,21.387041
2007,SVN,7.139232377,57.9,30.907,50.821,22.227602
2008,SVN,3.37223808,57.9,30.926,53.587,22.637665
2009,SVN,-7.590586535,57.9,45.124,48.836,23.315817
2010,SVN,1.112137628,57.9,49.2,49.28,23.716619
2011,SVN,0.655438955,57.9,52.721,48.353,25.09059
2012,SVN,-2.915538585,57.9,63.431,51.844,26.439035
2013,SVN,-0.823777369,57.9,80.427,47.475,27.880541
2014,SVN,2.762833196,57.9,101.14,45.19,28.600916
2015,SVN,2.393306639,57.9,104.165,49.257,30.173296
2016,SVN,3.034415894,57.9,99.03,48.946,30.735788
2017,SVN,5.174402771,57.9,90.554,50.662,34.302807
2018,SVN,4.37908319,57.9,84.518,51.091,32.455208
2019,SVN,3.505252066,57.9,82.022,51.971,33.283279
2020,SVN,-4.084999797,57.9,101.008,45.671,35.881027
2021,SVN,8.416862992,57.9,90.063,48.6,40.300003
2022,SVN,2.66850686,57.9,71.914,53.91,40.11206436
2023,SVN,2.375831656,57.9,70.375,49.26,33.51063919
2024,SVN,1.731397146,57.9,69.318,46.382,34.63747787475586
2000,SWE,4.63114518,12.3,48.015,39.316,30.122953
2002,SWE,2.277719954,12.3,48.015,37.664,32.56509
2003,SWE,1.881025943,12.3,48.015,43.679,33.419739
2004,SWE,4.179594518,12.3,48.015,37.256,34.529377
2005,SWE,2.793156831,12.3,48.015,38.075,29.645443
2006,SWE,4.676095844,12.3,48.015,38.227,30.520433
2007,SWE,3.224869991,12.3,48.015,36.797,31.328465
2008,SWE,-0.923126844,12.3,46.924,38.416,32.02702
2009,SWE,-4.25561149,12.3,49.662,38.186,33.060085
2010,SWE,5.750766232,12.3,47.433,37.99,33.868935
2011,SWE,3.163880041,12.3,47.464,36.483,35.174355
2012,SWE,-0.414404649,12.3,48.283,30.169,35.698952
2013,SWE,1.137649057,12.3,51.076,32.8,37.034386
2014,SWE,2.295788416,12.3,57.447,32.345,38.700306
2015,SWE,4.38824249,12.3,55.86,30.071,39.786552
2016,SWE,2.131190312,12.3,55.04,33.311,41.139179
2017,SWE,1.88282263,12.3,52.829,26.668,41.936691
2018,SWE,1.770258433,12.3,51.678,29.072,43.247318
2019,SWE,2.608234229,12.3,47.833,30.056,43.970543
2020,SWE,-1.93378333,12.3,53.465,31.982,44.608795
2021,SWE,5.225862852,12.3,49.953,21.224,46.55954742
2022,SWE,1.255444759,27.35,45.137,26.961,48.50398254
2023,SWE,-0.204065023,42.4,42.651,26.388,49.3998642
2024,SWE,1.017796503,42.4,46.363,26.504,51.82631301879883
2000,TUR,6.985286864,,48.901,65.384,8.3461838
2002,TUR,6.435508858,,48.901,67.567,9.1408987
2003,TUR,5.799093309,,48.901,70.507,9.7044678
2004,TUR,9.925405478,,48.901,70.222,9.653903
2005,TUR,9.111577413,,48.901,71.68,10.23861
2006,TUR,7.067626048,,48.901,72.792,10.919287
2007,TUR,5.108185223,,48.901,74.154,11.290907
2008,TUR,0.92011824,,48.901,72.379,12.040659
2009,TUR,-4.882693997,,48.901,70.375,12.710275
2010,TUR,8.542198531,,48.901,70.651,13.118464
2011,TUR,10.9799624,,43.603,71.111,14.034094
2012,TUR,4.807627042,,40.941,75.623,15.290227
2013,TUR,8.488256835,,34.284,75.374,15.907355
2014,TUR,4.600794538,,33.234,76.293,16.693634
2015,TUR,5.805573774,,31.046,77.875,18.020138
2016,TUR,3.323665122,,31.896,75.481,19.362528
2017,TUR,7.825857237,,32.276,77.17,20.013071
2018,TUR,3.468153127,,32.578,73.787,20.780222
2019,TUR,1.301623604,,35.392,69.947,21.951159
2020,TUR,1.8030625,,44.48,70.644,23.201808
2021,TUR,11.811094485,,44.753,70.89,24.452457
2022,TUR,5.441225078,,37.369,71.168,25.0
2023,TUR,5.045123694,,35.265,69.983,25.92166901
2024,TUR,3.327623108,,28.557,68.11,26.9442195892334
2000,UKR,,,,43.052,
2000,UKR,,,,43.052,
2002,UKR,,,,43.599,
2002,UKR,,,,43.599,
2003,UKR,,,,46.5,
2003,UKR,,,,46.5,
2004,UKR,,,,45.282,
2004,UKR,,,,45.282,
2005,UKR,,,,42.308,
2005,UKR,,,,42.308,
2006,UKR,,,,41.476,
2006,UKR,,,,41.476,
2007,UKR,,,,40.904,
2007,UKR,,,,40.904,
2008,UKR,,,,42.416,
2008,UKR,,,,42.416,
2008,UKR,,,,42.416,
2009,UKR,,,,36.023,
2009,UKR,,,,36.023,
2009,UKR,,,,36.023,
2010,UKR,,,,31.557,
2010,UKR,,,,31.557,
2010,UKR,,,,31.557,
2011,UKR,,,,37.587,
2011,UKR,,,,37.587,
2011,UKR,,,,37.587,
2012,UKR,,,,31.325,
2012,UKR,,,,31.325,
2012,UKR,,,,31.325,
2013,UKR,,,,26.98,
2013,UKR,,,,26.98,
2013,UKR,,,,26.98,
2014,UKR,,,,25.912,
2014,UKR,,,,25.912,
2014,UKR,,,,25.912,
2014,UKR,,,,25.912,
2015,UKR,,,,32.221,
2015,UKR,,,,32.221,
2015,UKR,,,,32.221,
2015,UKR,,,,32.221,
2016,UKR,,,,30.13,
2016,UKR,,,,30.13,
2016,UKR,,,,30.13,
2017,UKR,,,,36.948,
2017,UKR,,,,36.948,
2017,UKR,,,,36.948,
2018,UKR,,,,34.467,
2019,UKR,,,,36.786,
2020,UKR,,,,34.057,
1996,URY,,,,,
1998,URY,,,,,
2000,URY,,,,,
2002,URY,,,,,
2003,URY,,,,,
2004,URY,,,,,
2005,URY,,,,,
2006,URY,,,,,
2007,URY,,,,,
2008,URY,,,,,
2009,URY,,,,,
2010,URY,,,,,
2011,URY,,,,,
2012,URY,,,,,
2013,URY,,,,,
2014,URY,,,,,
2015,URY,,,,,
2016,URY,,,,,
2017,URY,,,,,
2018,URY,,,,,
1996,USA,,,,,
1998,USA,,,,,
2000,USA,4.07758576,,64.674,,36.494774
2002,USA,1.700443814,,64.674,,38.133007
2003,USA,2.795612971,,64.674,,38.42197
2004,USA,3.847769885,,64.674,,39.052998
2005,USA,3.483551497,,64.674,,39.054729
2006,USA,2.784533296,,64.674,,39.486282
2007,USA,2.003864445,,64.674,,40.270866
2008,USA,0.11358277,,73.671,,41.10516
2009,USA,-2.576495801,,86.789,,41.214626
2010,USA,2.6951925,,95.339,,41.662415
2011,USA,1.564406809,,99.753,,42.44838
2012,USA,2.289111853,,103.352,,43.052437
2013,USA,2.117828634,,104.69,,43.910252
2014,USA,2.523821217,,104.733,,44.224617
2015,USA,2.945549047,,105.555,,44.629398
2016,USA,1.819452806,,107.636,,45.666355
2017,USA,2.457623576,,106.522,,46.3568
2018,USA,2.96649862,,107.725,,47.431145
2019,USA,2.583831616,,109.054,,48.340187
2020,USA,-2.081378342,,132.884,,50.055275
2021,USA,6.15202248,,125.127,,50.316986
2022,USA,2.524215012,,119.582,,50.017204
2023,USA,2.934360923,,121.691,,50.70599365
2024,USA,2.793187185,,123.186,,50.70599365
2000,ZAF,4.2,,38.354,,6.860743
2002,ZAF,3.700374403,,38.354,,6.860743
2003,ZAF,2.949075467,,38.354,,6.860743
2004,ZAF,4.554559907,,38.354,,6.860743
2005,ZAF,5.277051974,,38.354,,6.860743
2006,ZAF,5.603806116,,38.354,,6.860743
2007,ZAF,5.360473789,,38.354,,6.860743
2008,ZAF,3.191044627,,38.354,,6.860743
2009,ZAF,-1.538088957,,38.354,,6.860743
2010,ZAF,3.039732307,,44.784,,6.860743
2011,ZAF,3.168556279,,49.267,,7.147109
2012,ZAF,2.396232384,,52.989,,9.5728703
2013,ZAF,2.485468009,,54.244,,12.632441
2014,ZAF,1.413826451,,57.999,,12.759739
2015,ZAF,1.321862237,,55.797,,12.037886
2016,ZAF,0.664552308,,60.61,,13.804585
2017,ZAF,1.157946951,,61.544,,15.495651
2018,ZAF,1.556783847,,63.289,,15.387996
2019,ZAF,0.259935577,,68.426,,15.798151
2020,ZAF,-6.168917713,,80.663,,15.839705
2021,ZAF,4.858648649,,80.246,,14.8769195
2022,ZAF,2.058136617,,74.543,,13.914134
2023,ZAF,0.806104552,,74.543,,11.44979046496582
2024,ZAF,0.534843531,,74.543,,8.98544692993164
