year,country,Governance score (0-100)
2015,ISL,83.4046055
2015,ISR,65.311432
2015,ITA,74.7209854
2015,JPN,77.439983
2015,LTU,72.63526449999999
2015,LUX,85.03863609999999
2015,LVA,70.0312617
2015,MEX,55.713228099999995
2015,MKD,52.408724899999996
2015,MLT,77.6273822
2015,NLD,88.2134931
2015,NOR,90.34835749999999
2015,NZL,88.153218
2015,PER,61.623522799999996
2015,POL,74.2201482
2015,PRT,79.6168079
2015,ROU,66.1707377
2015,RUS,42.6871599
2015,SAU,29.0988331
2015,SGP,62.5355145
2015,SVK,73.0501033
2015,SVN,72.2921422
2015,SWE,87.91636559999999
2015,TUR,46.596237599999995
2015,USA,79.4057418
2015,ZAF,67.18763059999999
2016,ARG,64.7174938
2016,AUS,84.6444258
2016,AUT,83.1997651
2016,BEL,83.3901975
2016,BGR,60.930632499999994
2016,BRA,64.899749
2016,CAN,84.8132706
2016,CHE,85.5404045
2016,CHL,76.347994
2016,CHN,32.5243345
2016,COL,57.446804099999994
2016,CRI,76.7771743
2016,CYP,74.69940129999999
2016,CZE,74.0399968
2016,DEU,83.3579649
2016,DNK,88.3687787
2016,ESP,76.0217564
2016,EST,79.0334481
2016,FIN,88.5675667
2016,FRA,77.56574189999999
2016,GBR,82.548214
2016,GRC,68.7174146
2016,HRV,66.05685249999999
2016,HUN,63.3774175
2016,IDN,58.650123
2016,IND,62.1809526
2016,IRL,80.9430205
2016,ISL,83.6500202
2016,ISR,65.78771499999999
2016,ITA,74.966414
2016,JPN,77.2544812
2016,LTU,71.7660839
2016,LUX,84.8223299
2016,LVA,69.46191979999999
2016,MEX,55.1016159
2016,MKD,51.456437199999996
2016,MLT,77.21592319999999
2016,NLD,88.1113048
2016,NOR,90.35041749999999
2016,NZL,88.08985729999999
2016,PER,61.494144399999996
2016,POL,72.0482818
2016,PRT,79.75748759999999
2016,ROU,66.25307819999999
2016,RUS,43.103673699999995
2016,SAU,28.9441146
2016,SGP,62.889091099999995
2016,SVK,73.07420069999999
2016,SVN,72.6792483
2016,SWE,87.9171497
2016,TUR,44.2562861
2016,USA,78.5831949
2016,ZAF,66.8495473
2017,ARG,67.0355392
2017,AUS,85.2240873
2017,AUT,82.5822091
2017,BEL,82.4161962
2017,BGR,59.0625499
2017,BRA,64.36192369999999
2017,CAN,85.4404198
2017,CHE,85.9950561
2017,CHL,76.2718809
2017,CHN,32.687888199999996
2017,COL,57.2127136
2017,CRI,77.44045559999999
2017,CYP,75.08253429999999
2017,CZE,71.3494407
2017,DEU,83.5118415
2017,DNK,86.5174407
2017,ESP,75.6211296
2017,EST,79.54069129999999
2017,FIN,88.2802004
2017,FRA,77.2017812
2017,GBR,81.7675715
2017,GRC,68.4514591
2017,HRV,64.8291527
2017,HUN,62.693540999999996
2017,IDN,57.9365325
2017,IND,61.3202362
2017,IRL,81.33022629999999
2017,ISL,83.1207484
2017,ISR,65.7818079
2017,ITA,74.1498302
2017,JPN,77.8115906
2017,LTU,72.3034401
2017,LUX,85.3027154
2017,LVA,69.6048153
2017,MEX,54.3681548
2017,MKD,52.075271
2017,MLT,76.5685656
2017,NLD,87.1501207
2017,NOR,90.6411619
2017,NZL,87.8657607
2017,PER,62.3367072
2017,POL,68.7573168
2017,PRT,79.8066381
2017,ROU,65.5699473
2017,RUS,43.4836317
2017,SAU,28.4453531
2017,SGP,61.313637799999995
2017,SVK,71.5727969
2017,SVN,72.8887408
2017,SWE,87.261258
2017,TUR,43.1206983
2017,USA,76.51587959999999
2017,ZAF,66.28582879999999
2018,ARG,67.8718554
2018,AUS,84.3283764
2018,AUT,82.4798545
2018,BEL,82.85524439999999
2018,BGR,58.127878499999994
2018,BRA,61.983118499999996
2018,CAN,85.22031369999999
2018,CHE,86.15034
2018,CHL,76.4034226
2018,CHN,31.4352456
2018,COL,58.279367799999996
2018,CRI,77.96979739999999
2018,CYP,75.28962369999999
2018,CZE,70.211021
2018,DEU,83.8472015
2018,DNK,88.0316703
2018,ESP,75.3326711
2018,EST,79.1000346
