year,country,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,Volatility_measures
2024,NZL,2.922798,4.716,86.41504239999999,64.45342211953148,1.54848304
1996,PAN,,,58.625038399999994,,
1998,PAN,,,63.4596179,,
2000,PAN,,,65.0728101,,
2002,PAN,,,65.6335601,,
2003,PAN,,,65.426959,,
2004,PAN,,,66.94612769999999,,
2005,PAN,,,67.51291429999999,,
2006,PAN,,,68.9443379,,
2007,PAN,,,68.56997539999999,,
2008,PAN,,,68.5530575,,
2009,PAN,,,69.3796756,,
2010,PAN,,,67.9637137,,
2011,PAN,,,67.29248969999999,,
2012,PAN,,,64.25526529999999,,
2013,PAN,,,63.2950928,,
2014,PAN,,,64.7097157,,
2015,PAN,,,65.6403948,,
2016,PAN,,,65.4025867,,
2017,PAN,,,64.98047749999999,,
2018,PAN,,,65.5901329,,
2019,PAN,,,66.0472577,,
1996,PER,,,46.1605044,,
1998,PER,,,44.5659384,,
2000,PER,,,45.289806299999995,,
2002,PER,,,61.2065943,,
2003,PER,,,60.512251299999996,,
2004,PER,,5.19,58.2679316,,
2005,PER,,5.264,59.6887487,,
2006,PER,,4.589,60.7218734,,
2007,PER,,4.548,60.8589406,,
2008,PER,,4.495,61.9897029,,
2009,PER,,4.387,60.8493667,,
2010,PER,,3.986,61.4878523,,
2011,PER,,3.872,62.2785587,,
2012,PER,,3.6,62.204628199999995,,
2013,PER,,3.941,60.4225825,,
2014,PER,,3.519,60.6914015,,
2015,PER,,3.431,61.623522799999996,,
2016,PER,,4.089,61.494144399999996,,
2017,PER,,3.992,62.3367072,,
2018,PER,,3.854,63.1318996,,
2019,PER,,3.818,62.8556683,,
2020,PER,,7.346,63.223873399999995,,
2021,PER,,5.583,60.620840199999996,,
2022,PER,,4.661,59.337624299999995,,
2023,PER,,5.379,59.4366918,,
2024,PER,,5.573,57.6469083,,
1996,PHL,,,56.9050496,,
1998,PHL,,,60.176688299999995,,
2000,PHL,,,57.8824866,,
2002,PHL,,,57.861942199999994,,
2003,PHL,,,55.457282199999995,,
2004,PHL,,,55.8690457,,
2005,PHL,,,56.2494921,,
2006,PHL,,,55.1065008,,
2007,PHL,,,55.311813799999996,,
2008,PHL,,,54.099472399999996,,
2009,PHL,,,54.5740926,,
2010,PHL,,,53.9456377,,
2011,PHL,,,54.646138099999995,,
2012,PHL,,,54.7799079,,
2013,PHL,,,55.8008385,,
2014,PHL,,,58.180910999999995,,
2015,PHL,,,57.3640821,,
2016,PHL,,,57.2807493,,
2017,PHL,,,55.192928099999996,,
2018,PHL,,,53.9513908,,
1996,POL,,,76.2665409,,
1996,POL,,,76.2665409,,
1996,POL,,,76.2665409,,
1998,POL,,,78.0588291,,
1998,POL,,,78.0588291,,
1998,POL,,,78.0588291,,
2000,POL,10.09167,16.37,78.08268319999999,28.171458328610175,0.638060104
2000,POL,10.09167,16.37,78.08268319999999,28.171458328610175,0.638060104
2000,POL,10.09167,16.37,78.08268319999999,28.171458328610175,0.638060104
2002,POL,1.941667,19.932,73.92318689999999,31.3688173870754,0.555010064
2002,POL,1.941667,19.932,73.92318689999999,31.3688173870754,0.555010064
2002,POL,1.941667,19.932,73.92318689999999,31.3688173870754,0.555010064
2003,POL,0.8416666,19.644,74.01904979999999,32.84902836658843,0.536258193
2003,POL,0.8416666,19.644,74.01904979999999,32.84902836658843,0.536258193
2003,POL,0.8416666,19.644,74.01904979999999,32.84902836658843,0.536258193
2004,POL,3.491667,18.972,72.1425065,34.728430334403924,0.549993119
2004,POL,3.491667,18.972,72.1425065,34.728430334403924,0.549993119
2004,POL,3.491667,18.972,72.1425065,34.728430334403924,0.549993119
2005,POL,2.133333,17.747,74.8511706,35.46880071408478,0.561214063
2005,POL,2.133333,17.747,74.8511706,35.46880071408478,0.561214063
2005,POL,2.133333,17.747,74.8511706,35.46880071408478,0.561214063
2006,POL,1.033333,13.841,73.2319419,36.796413830767904,0.548997322
2006,POL,1.033333,13.841,73.2319419,36.796413830767904,0.548997322
2006,POL,1.033333,13.841,73.2319419,36.796413830767904,0.548997322
2007,POL,2.491667,9.604,73.2909043,38.229279439134025,0.561025029
2007,POL,2.491667,9.604,73.2909043,38.229279439134025,0.561025029
2007,POL,2.491667,9.604,73.2909043,38.229279439134025,0.561025029
2008,POL,4.216667,7.117,75.61254989999999,39.275266805628526,0.597185875
2008,POL,4.216667,7.117,75.61254989999999,39.275266805628526,0.597185875
2008,POL,4.216667,7.117,75.61254989999999,39.275266805628526,0.597185875
2009,POL,3.45,8.166,75.48576709999999,41.05391461045828,0.659320289
2009,POL,3.45,8.166,75.48576709999999,41.05391461045828,0.659320289
2009,POL,3.45,8.166,75.48576709999999,41.05391461045828,0.659320289
2010,POL,2.583333,9.636,76.3993603,44.172625044433026,0.722519335
2010,POL,2.583333,9.636,76.3993603,44.172625044433026,0.722519335
2010,POL,2.583333,9.636,76.3993603,44.172625044433026,0.722519335
2011,POL,4.266667,9.631,75.5104929,47.00987523838835,0.747262514
2011,POL,4.266667,9.631,75.5104929,47.00987523838835,0.747262514
2011,POL,4.266667,9.631,75.5104929,47.00987523838835,0.747262514
2012,POL,3.7,10.088,76.2510757,48.28412195093287,0.884757021
2012,POL,3.7,10.088,76.2510757,48.28412195093287,0.884757021
2012,POL,3.7,10.088,76.2510757,48.28412195093287,0.884757021
2013,POL,0.9,10.326,73.4277212,48.96177573235377,0.880698609
2013,POL,0.9,10.326,73.4277212,48.96177573235377,0.880698609
2013,POL,0.9,10.326,73.4277212,48.96177573235377,0.880698609
2014,POL,-0.025,8.99,75.5295216,49.9426939190199,0.945406491
2014,POL,-0.025,8.99,75.5295216,49.9426939190199,0.945406491
2014,POL,-0.025,8.99,75.5295216,49.9426939190199,0.945406491
2015,POL,-0.9333333,7.501,74.2201482,51.50995084233097,0.998069148
2015,POL,-0.9333333,7.501,74.2201482,51.50995084233097,0.998069148
2015,POL,-0.9333333,7.501,74.2201482,51.50995084233097,0.998069148
2016,POL,-0.5833333,6.161,72.0482818,52.76739345487775,0.961596176
2016,POL,-0.5833333,6.161,72.0482818,52.76739345487775,0.961596176
2016,POL,-0.5833333,6.161,72.0482818,52.76739345487775,0.961596176
2017,POL,1.975,4.888,68.7573168,55.7505093125857,1.030555339
2017,POL,1.975,4.888,68.7573168,55.7505093125857,1.030555339
2017,POL,1.975,4.888,68.7573168,55.7505093125857,1.030555339
2018,POL,1.666667,3.846,66.3345523,60.03663079263698,1.194260889
2018,POL,1.666667,3.846,66.3345523,60.03663079263698,1.194260889
2018,POL,1.666667,3.846,66.3345523,60.03663079263698,1.194260889
2019,POL,2.308333,3.237,65.7004091,62.350867331921506,1.308805153
2019,POL,2.308333,3.237,65.7004091,62.350867331921506,1.308805153
2019,POL,2.308333,3.237,65.7004091,62.350867331921506,1.308805153
2020,POL,3.4,3.155,65.37818299999999,68.24041280386217,1.371279601
2021,POL,5.1,3.373,63.3152889,64.71541213301506,1.415577471
2022,POL,14.3,2.876,63.418413599999994,70.87493565954313,1.441617273
2023,POL,11.56667,2.819,64.0256519,73.97723373612648,1.555246812
2024,POL,3.65,2.885,70.0140428,76.15629966462393,1.409033501
1996,PRT,,,82.90504949999999,,
1996,PRT,,,82.90504949999999,,
1996,PRT,,,82.90504949999999,,
1996,PRT,,,82.90504949999999,,
1998,PRT,,,80.96214189999999,,
1998,PRT,,,80.96214189999999,,
1998,PRT,,,80.96214189999999,,
1998,PRT,,,80.96214189999999,,
2000,PRT,2.85303,3.928,80.9542063,24.1552703738497,0.721561686
2000,PRT,2.85303,3.928,80.9542063,24.1552703738497,0.721561686
2000,PRT,2.85303,3.928,80.9542063,24.1552703738497,0.721561686
2000,PRT,2.85303,3.928,80.9542063,24.1552703738497,0.721561686
2002,PRT,3.600347,5.0,81.56062899999999,25.23348234072717,0.721834883
2002,PRT,3.600347,5.0,81.56062899999999,25.23348234072717,0.721834883
2002,PRT,3.600347,5.0,81.56062899999999,25.23348234072717,0.721834883
2002,PRT,3.600347,5.0,81.56062899999999,25.23348234072717,0.721834883
2003,PRT,3.218991,6.263,81.9153625,25.696056363551175,0.698018754
2003,PRT,3.218991,6.263,81.9153625,25.696056363551175,0.698018754
2003,PRT,3.218991,6.263,81.9153625,25.696056363551175,0.698018754
2003,PRT,3.218991,6.263,81.9153625,25.696056363551175,0.698018754
2004,PRT,2.365362,6.622,80.6387432,26.44508829284535,0.729299234
2004,PRT,2.365362,6.622,80.6387432,26.44508829284535,0.729299234
2004,PRT,2.365362,6.622,80.6387432,26.44508829284535,0.729299234
2004,PRT,2.365362,6.622,80.6387432,26.44508829284535,0.729299234
2005,PRT,2.277164,7.584,81.3619198,27.2207920589771,0.757547228
2005,PRT,2.277164,7.584,81.3619198,27.2207920589771,0.757547228
2005,PRT,2.277164,7.584,81.3619198,27.2207920589771,0.757547228
2005,PRT,2.277164,7.584,81.3619198,27.2207920589771,0.757547228
2006,PRT,3.107666,7.648,82.8363084,28.35667110574635,0.954479504
2006,PRT,3.107666,7.648,82.8363084,28.35667110574635,0.954479504
2006,PRT,3.107666,7.648,82.8363084,28.35667110574635,0.954479504
2006,PRT,3.107666,7.648,82.8363084,28.35667110574635,0.954479504
2007,PRT,2.453965,7.961,82.8141888,29.08626625351225,1.124170485
2007,PRT,2.453965,7.961,82.8141888,29.08626625351225,1.124170485
2007,PRT,2.453965,7.961,82.8141888,29.08626625351225,1.124170485
2007,PRT,2.453965,7.961,82.8141888,29.08626625351225,1.124170485
2008,PRT,2.588506,7.549,82.1410081,29.621555898489024,1.443347158
2008,PRT,2.588506,7.549,82.1410081,29.621555898489024,1.443347158
2008,PRT,2.588506,7.549,82.1410081,29.621555898489024,1.443347158
2008,PRT,2.588506,7.549,82.1410081,29.621555898489024,1.443347158
2009,PRT,-0.83553,9.43,81.8520455,29.74841428170265,1.580011399
2009,PRT,-0.83553,9.43,81.8520455,29.74841428170265,1.580011399
2009,PRT,-0.83553,9.43,81.8520455,29.74841428170265,1.580011399
2009,PRT,-0.83553,9.43,81.8520455,29.74841428170265,1.580011399
2010,PRT,1.402573,10.769,80.72860969999999,30.81637059254945,1.53316436
2010,PRT,1.402573,10.769,80.72860969999999,30.81637059254945,1.53316436
2010,PRT,1.402573,10.769,80.72860969999999,30.81637059254945,1.53316436
2010,PRT,1.402573,10.769,80.72860969999999,30.81637059254945,1.53316436
2011,PRT,3.653011,13.485,79.95861049999999,31.281008577035625,1.455580193
2011,PRT,3.653011,13.485,79.95861049999999,31.281008577035625,1.455580193
2011,PRT,3.653011,13.485,79.95861049999999,31.281008577035625,1.455580193
2011,PRT,3.653011,13.485,79.95861049999999,31.281008577035625,1.455580193
2012,PRT,2.773339,16.501,77.7457743,31.848021939297272,1.376616831
2012,PRT,2.773339,16.501,77.7457743,31.848021939297272,1.376616831
2012,PRT,2.773339,16.501,77.7457743,31.848021939297272,1.376616831
2012,PRT,2.773339,16.501,77.7457743,31.848021939297272,1.376616831
2013,PRT,0.2744167,17.152,77.28566889999999,32.95611455598235,1.32325322
2013,PRT,0.2744167,17.152,77.28566889999999,32.95611455598235,1.32325322
2013,PRT,0.2744167,17.152,77.28566889999999,32.95611455598235,1.32325322
2013,PRT,0.2744167,17.152,77.28566889999999,32.95611455598235,1.32325322
2014,PRT,-0.2781534,14.526,79.1927558,32.739667955915124,1.288926569
2014,PRT,-0.2781534,14.526,79.1927558,32.739667955915124,1.288926569
2014,PRT,-0.2781534,14.526,79.1927558,32.739667955915124,1.288926569
2014,PRT,-0.2781534,14.526,79.1927558,32.739667955915124,1.288926569
2015,PRT,0.4879386,12.905,79.6168079,32.8466571397416,1.245518847
2015,PRT,0.4879386,12.905,79.6168079,32.8466571397416,1.245518847
2015,PRT,0.4879386,12.905,79.6168079,32.8466571397416,1.245518847
2015,PRT,0.4879386,12.905,79.6168079,32.8466571397416,1.245518847
2016,PRT,0.6073971,11.45,79.75748759999999,33.33362337517505,1.281498767
2016,PRT,0.6073971,11.45,79.75748759999999,33.33362337517505,1.281498767
2016,PRT,0.6073971,11.45,79.75748759999999,33.33362337517505,1.281498767
2016,PRT,0.6073971,11.45,79.75748759999999,33.33362337517505,1.281498767
2017,PRT,1.368614,9.17,79.8066381,33.70126971863703,1.32223976
2017,PRT,1.368614,9.17,79.8066381,33.70126971863703,1.32223976
2017,PRT,1.368614,9.17,79.8066381,33.70126971863703,1.32223976
2017,PRT,1.368614,9.17,79.8066381,33.70126971863703,1.32223976
2018,PRT,0.9937157,7.174,78.5110706,34.06181314660007,1.350782487
2018,PRT,0.9937157,7.174,78.5110706,34.06181314660007,1.350782487
2018,PRT,0.9937157,7.174,78.5110706,34.06181314660007,1.350782487
2018,PRT,0.9937157,7.174,78.5110706,34.06181314660007,1.350782487
2019,PRT,0.3381784,6.602,78.058801,35.3246168206256,1.39487417
2020,PRT,-0.01243833,7.036,80.9614103,32.4265028225703,1.60979385
2021,PRT,1.265657,6.712,80.7009558,36.77144872371313,1.667111125
2022,PRT,7.832691,6.138,79.7155727,38.63805219531483,1.690512076
2023,PRT,4.311282,6.499,79.7966564,40.15015016730612,1.679674471
2024,PRT,2.416132,6.425,78.99231379999999,46.565164081481164,1.732380513
1996,PRY,,,51.9094122,,
1998,PRY,,,48.423280399999996,,
2000,PRY,,,45.797016199999995,,
2002,PRY,,,46.478951699999996,,
2003,PRY,,,48.0936753,,
2004,PRY,,,50.851551199999996,,
2005,PRY,,,52.5829307,,
2006,PRY,,,52.8506278,,
2007,PRY,,,53.8343674,,
2008,PRY,,,55.2463124,,
2009,PRY,,,55.2973952,,
2010,PRY,,,55.4236127,,
2011,PRY,,,55.465027,,
2012,PRY,,,53.4236505,,
2013,PRY,,,53.1504961,,
2014,PRY,,,53.5347283,,
2015,PRY,,,54.300957499999996,,
2016,PRY,,,53.989558499999994,,
2017,PRY,,,54.552177699999994,,
2018,PRY,,,54.9850073,,
2000,ROU,,7.157,59.4880511,13.235794434312957,0.366258496
2002,ROU,,8.44,60.340634099999995,17.443055039661676,0.377211822
2003,ROU,,7.025,60.0732346,18.720119769505565,0.397079059
2004,ROU,,8.074,62.1578738,21.622666402238526,0.389422706
2005,ROU,,7.174,64.51572689999999,23.306807743316526,0.412623635
2006,ROU,,7.269,66.2093062,26.0293434905144,0.456818218
2007,ROU,,6.413,65.17883139999999,28.626349115883173,0.511482387
2008,ROU,,5.787,65.85525539999999,33.3526051594348,0.552153876
2009,ROU,,6.859,65.23847289999999,33.582518447817726,0.443929175
2010,ROU,,6.959,64.6131527,33.76900558841842,0.446568261
2011,ROU,,7.177,62.5012044,36.4983049083803,0.474568103
2012,ROU,,6.794,62.584344699999995,37.9726963917427,0.462437222
2013,ROU,,7.096,61.8084261,38.580683223193354,0.390222645
2014,ROU,,6.802,64.3731446,40.37910332863845,0.382066452
2015,ROU,,6.812,66.1707377,42.7979092031713,0.487957313
2016,ROU,,5.901,66.25307819999999,44.75727366322607,0.488631805
2017,ROU,,4.927,65.5699473,48.81858602143562,0.506926089
2018,ROU,,4.187,64.5269635,52.8926441790716,0.500423218
2019,ROU,,3.912,65.4548107,56.36672165939986,0.477941734
2020,ROU,,5.035,66.4086578,58.204125569579446,0.466744673
2021,ROU,,5.59,66.3516032,60.72272386333705,0.473568349
2022,ROU,,5.614,65.9693226,66.67559503687028,0.464358675
2023,ROU,,5.589,65.5592795,72.44294396314856,0.521046216
2024,ROU,,5.43,63.629008799999994,73.70278283561272,0.459293431
2000,RUS,20.79877,10.581,47.2453384,,0.978436685
2002,RUS,15.78873,7.875,49.902552299999996,,1.161744853
2003,RUS,13.66329,8.21,49.591482299999996,,1.197321175
2004,RUS,10.88861,7.763,49.266585299999996,,1.071913208
2005,RUS,12.68531,7.124,49.6020608,,0.994296832
2006,RUS,9.668655,7.055,47.0712516,,0.998925868
2007,RUS,9.007296,6.002,47.528484899999995,,1.039122831
2008,RUS,14.11077,6.205,48.7433134,,0.97230527
2009,RUS,11.64733,8.301,46.825544699999995,,1.165557789
2010,RUS,6.849392,7.345,46.7738266,,1.052232846
2011,RUS,8.440471,6.496,46.217284199999995,,1.015448468
2012,RUS,5.074733,5.458,42.7498486,,1.027656902
2013,RUS,6.753717,5.478,42.1805381,,1.027321227
2014,RUS,7.823416,5.156,42.9272626,,1.072411198
2015,RUS,15.5344,5.567,42.6871599,,1.100852282
2016,RUS,7.042436,5.537,43.103673699999995,,1.102380719
2017,RUS,3.683334,5.203,43.4836317,,1.109666157
2018,RUS,2.878305,4.802,43.1398741,,0.990016613
2019,RUS,4.470367,4.595,40.7285422,,1.038786836
2020,RUS,3.38166,5.771,41.019984799999996,,1.098029538
2021,RUS,6.694456,4.819,39.4565488,,1.098029538
2022,RUS,6.694456,3.938,36.459524099999996,,1.098029538
2000,SAU,-1.125,,22.5311886,,
2002,SAU,0.2471872,,24.8947492,,
2003,SAU,0.6121928,,24.786305499999997,,
2004,SAU,0.5155075,,29.267388999999998,,
2005,SAU,0.4792332,,28.8351686,,
2006,SAU,2.20902,,29.37588,,
2007,SAU,4.167827,,30.149234399999997,,
2008,SAU,9.870246,,29.714239799999998,,
2009,SAU,5.057225,,27.756542699999997,,
2010,SAU,5.339416,,28.295817099999997,,
2011,SAU,5.826217,,27.322218399999997,,
2012,SAU,2.86627,,26.9235887,,
2013,SAU,3.529956,,26.0362826,,
2014,SAU,2.239167,,26.0994718,,
2015,SAU,1.204692,,29.0988331,,
2016,SAU,2.06741,,28.9441146,,
2017,SAU,-0.8364107,,28.4453531,,
2018,SAU,2.45719,,28.6508516,,
2019,SAU,-2.093341,,30.0961301,,
2020,SAU,3.445467,,29.8181276,,
2021,SAU,3.06329,,30.2204241,,
2022,SAU,2.474074,,30.4050823,,
2023,SAU,2.327085,,29.5052934,,
2024,SAU,1.687921,,29.7683225,,
2000,SGP,,,60.7621343,,1.816987498
2002,SGP,,,60.6308272,,2.032819699
2003,SGP,,,59.1176215,,1.99679025
2004,SGP,,,55.1291368,,2.078590627
2005,SGP,,,57.7980686,,2.148055824
2006,SGP,,,57.0983156,,2.116562327
2007,SGP,,,57.697494,,2.319859587
2008,SGP,,,58.406929399999996,,2.596736286
2009,SGP,,,59.214760299999995,,2.127903719
2010,SGP,,,58.930411299999996,,1.929182186
2011,SGP,,,60.4773181,,2.069548425
2012,SGP,,,62.7911716,,1.918334145
2013,SGP,,,62.107496399999995,,1.921040011
2014,SGP,,,62.446953699999995,,2.082280714
2015,SGP,,,62.5355145,,2.174448936
2016,SGP,,,62.889091099999995,,2.068915801
2017,SGP,,,61.313637799999995,,1.896833976
2018,SGP,,,61.1369274,,1.808358185
2019,SGP,,,60.1656215,,1.88844414
2020,SGP,,,59.518887,,2.159829345
2021,SGP,,,59.6478191,,1.93760928
2022,SGP,,,59.5323639,,1.808208139
2023,SGP,,,58.065931899999995,,2.025513952
1996,SLV,,,49.041909399999994,,
1998,SLV,,,49.841330299999996,,
2000,SLV,,,50.277875599999994,,
2002,SLV,,,55.3934874,,
2003,SLV,,,55.765740799999996,,
2004,SLV,,,55.9079695,,
2005,SLV,,,55.786127699999994,,
2006,SLV,,,58.031075699999995,,
2007,SLV,,,57.431492899999995,,
2008,SLV,,,57.6913559,,
2009,SLV,,,57.1851664,,
2010,SLV,,,57.4203281,,
2011,SLV,,,56.572994099999995,,
2012,SLV,,,54.8184693,,
2013,SLV,,,55.1653337,,
2014,SLV,,,57.685434799999996,,
2015,SLV,,,55.9485841,,
2016,SLV,,,56.1060715,,
2017,SLV,,,55.707468,,
2018,SLV,,,54.5787255,,
2019,SLV,,,56.2277383,,
2000,SRB,,,40.7355239,,
2002,SRB,,,51.6118208,,
2003,SRB,,,51.5275341,,
2004,SRB,,,52.825131899999995,,
2005,SRB,,,53.5015436,,
2006,SRB,,,61.2554455,,
2007,SRB,,,62.594904,,
2008,SRB,,,61.761610499999996,,
2009,SRB,,,62.3262705,,
2010,SRB,,,61.466803799999994,,
2011,SRB,,,61.3696772,,
2012,SRB,,,58.577407099999995,,
2013,SRB,,,59.358957999999994,,
2014,SRB,,,59.047989599999994,,
2015,SRB,,,58.8233259,,
2016,SRB,,,58.6145072,,
2017,SRB,,,56.368081999999994,,
2018,SRB,,,53.714881399999996,,
2019,SRB,,,53.6151767,,
2020,SRB,,,53.3985047,,
2021,SRB,,,52.260118299999995,,
2022,SRB,,,51.8890008,,
2023,SRB,,,50.267739899999995,,
2024,SRB,,,48.6955579,,
2000,SVK,12.03578,18.777,71.3721134,16.015310527456464,0.638651032
2002,SVK,3.127133,18.633,70.1715284,18.408970831117173,0.564004318
2003,SVK,8.554143,17.516,71.9245567,19.870876750221026,0.565113789
2004,SVK,7.548501,18.137,71.4456886,20.867024409713473,0.502634642
2005,SVK,2.709085,16.172,73.0808026,21.71847645991825,0.49537451
2006,SVK,4.483331,13.302,73.8997091,23.428062090039774,0.474984321
2007,SVK,2.756724,11.017,73.8679421,25.44192774640655,0.447335405
2008,SVK,4.59818,9.567,73.8851313,26.4776332986137,0.461602664
2009,SVK,1.615105,12.052,73.3629725,25.928197183457925,0.473021049
2010,SVK,0.9570181,14.373,72.657631,28.06640167899465,0.605832328
2011,SVK,3.919286,13.606,73.6976866,28.5608419250499,0.653975226
2012,SVK,3.606103,13.947,73.2549244,29.256371610340974,0.793766745
2013,SVK,1.400474,14.216,73.3273164,30.350680904522598,0.818400747
2014,SVK,-0.07616533,13.18,73.09650409999999,30.944711582598025,0.874624068
2015,SVK,-0.3252198,11.473,73.0501033,31.962230918287727,1.153663355
2016,SVK,-0.5200102,9.644,73.07420069999999,31.756402045010027,0.785129441
2017,SVK,1.311946,8.131,71.5727969,32.268532559393925,0.881534532
2018,SVK,2.514037,6.535,69.5887655,33.385191644819876,0.831835969
2019,SVK,2.664561,5.754,72.18568859999999,34.756293482993875,0.82137513
2020,SVK,1.936941,6.689,74.14503619999999,38.12461619138655,0.889442435
2021,SVK,3.149606,6.827,74.15345669999999,40.82504565269397,0.901301265
2022,SVK,12.77415,6.143,73.4727604,40.84428435187795,0.977626751
2023,SVK,10.53195,5.84,73.87735839999999,42.468946111181154,1.036049209
2024,SVK,2.757609,5.335,73.12977289999999,44.591060074919625,0.982114684
2000,SVN,8.911745,6.729,75.6010053,23.077898421018975,1.368615098
2002,SVN,7.480778,6.312,74.7983989,24.7545671009163,1.460362626
2003,SVN,5.544164,6.675,74.6632307,25.893570157362326,1.259568192
2004,SVN,3.592976,6.29,73.8315772,27.080619068162225,1.380623454
2005,SVN,2.451501,6.506,74.9376855,29.079136450079226,1.427969117
2006,SVN,2.457924,5.95,75.9138675,31.141324612649225,1.545691802
2007,SVN,3.657496,4.818,75.41404539999999,32.81248282159218,1.432610982
2008,SVN,5.647424,4.371,74.4610454,33.303846084931024,1.634647142
2009,SVN,0.8392622,5.858,74.7553235,31.402323579253174,1.833310907
2010,SVN,1.80117,7.236,74.6717824,32.43970858042995,2.069142557
2011,SVN,1.802852,8.166,74.64636349999999,33.95512534907335,2.431100584
2012,SVN,2.597414,8.841,72.8660033,34.0112989179733,2.583394263
2013,SVN,1.769201,10.103,72.2603262,34.189028426034,2.594263973
2014,SVN,0.1993438,9.668,71.5216354,34.668487110770826,2.388540835
2015,SVN,-0.5255523,8.962,72.2921422,34.99611001255492,2.216110108
2016,SVN,-0.05499954,8.0,72.6792483,36.62972355088425,2.029215124
2017,SVN,1.429107,6.564,72.8887408,38.521675911498924,1.882186165
2018,SVN,1.738609,5.108,72.1322903,39.88746593131265,1.963651698
2019,SVN,1.630523,4.446,74.8699683,41.34264152633465,2.057248886
2020,SVN,-0.05485681,4.971,74.8687501,42.2637598944591,2.155586269
2021,SVN,1.917065,4.744,73.2424346,43.943868191851074,2.138071571
2022,SVN,8.833699,4.011,73.92719679999999,45.11871485943772,2.101000099
2023,SVN,7.446877,3.652,74.8088794,47.419941028283525,2.130563275
2024,SVN,1.965627,3.697,75.3519851,48.51344663494223,2.162627891
2000,SWE,0.8991438,5.799,86.0697323,252.9293994764047,3.872174247
2002,SWE,2.158482,5.208,86.7042377,268.39877662288166,3.727244334
2003,SWE,1.925655,5.762,86.89591449999999,279.24896734814286,3.582314421
2004,SWE,0.3736598,6.526,86.45823329999999,288.7984948818762,3.366294101
2005,SWE,0.4531709,7.667,85.99710569999999,297.90349487416006,3.364117785
2006,SWE,1.360215,6.975,86.65629489999999,309.0781180313793,3.4796428
2007,SWE,2.212169,6.146,87.4523834,313.69314784575334,3.241776075
2008,SWE,3.437049,6.224,87.7678255,311.5208366075773,3.490844144
2009,SWE,-0.4944606,8.316,87.3415629,310.43140418063524,3.412677283
2010,SWE,1.157988,8.578,87.0468595,321.7796936397591,3.187570146
2011,SWE,2.961151,7.783,89.75552019999999,326.2384063824155,3.206879044
2012,SWE,0.8883775,7.964,90.2874698,327.0513632595317,3.246372998
2013,SWE,-0.04429297,8.027,88.79555239999999,330.8788577608609,3.275579136
2014,SWE,-0.1796385,7.931,87.5614466,335.96150854923303,3.124582142
2015,SWE,-0.04678475,7.39,87.91636559999999,348.6716996266719,3.241504953
2016,SWE,0.9842693,6.944,87.9171497,348.9812329754825,3.263794558
2017,SWE,1.794499,6.665,87.261258,353.4290177613534,3.399521848
2018,SWE,1.953535,6.332,87.3290626,358.36867055824314,3.35614212
2019,SWE,1.784151,6.771,87.0485415,373.5902022572021,3.406631879
2020,SWE,0.4973673,8.304,88.3222763,482.5075926011453,3.507482263
2021,SWE,2.163197,8.899,87.7493901,397.12737273292237,3.445359368
2022,SWE,8.369291,7.494,87.509648,401.9728178262167,3.501520473
2023,SWE,8.548625,7.698,87.1358841,408.59359911595266,3.640187414
2024,SWE,2.835817,8.398,87.08994179999999,332.35301277189564,3.559558379
2000,TUR,54.91538,6.495,47.643145499999996,25.984350976797295,0.46480816
2002,TUR,44.96412,10.358,51.8230514,27.382742642803716,0.507923154
2003,TUR,21.60244,10.542,55.6602848,29.757187016006924,0.464139493
2004,TUR,8.598262,10.837,57.7311093,33.13449696686895,0.495561417
2005,TUR,8.17916,10.635,58.7754006,35.406856520592655,0.561588963
2006,TUR,9.597242,10.229,58.461160899999996,37.9905461842242,0.550356847
2007,TUR,8.756181,10.283,56.0252275,40.671448081410276,0.682251507
2008,TUR,10.44413,10.965,56.9109427,41.795404338270025,0.683006855
2009,TUR,6.250977,14.025,57.799628,40.5884885849903,0.797964606
2010,TUR,8.566444,11.88,56.373670499999996,42.4613147248409,0.788028231
2011,TUR,6.471879,9.788,53.466156999999995,45.66714812632345,0.788845303
2012,TUR,8.89157,9.21,53.426342399999996,47.394483110308975,0.821500505
2013,TUR,7.49309,9.714,51.5118589,51.31324287734603,0.808372908
2014,TUR,8.854572,9.902,48.3717566,52.41529979835135,0.85330071
2015,TUR,7.670854,10.304,46.596237599999995,55.7033683005314,0.966037795
2016,TUR,7.775134,10.9,44.2562861,58.12242771400385,1.11832707
2017,TUR,11.14431,10.918,43.1206983,62.387313073100344,1.169665778
2018,TUR,16.33246,10.956,40.2016087,66.4965952303029,1.255802559
2019,TUR,15.17682,13.73,40.9941354,71.9126564566575,1.294344799
2020,TUR,12.27896,13.148,40.158031,99.13248166239676,1.342707338
2021,TUR,19.59649,11.971,39.2912763,91.18517199200473,1.368585232
2022,TUR,72.30884,10.433,37.673761,91.18517199200473,1.296304262
2023,TUR,53.85941,9.351,37.8996709,91.18517199200473,1.393583652
2024,TUR,58.50645,8.712,37.6897898,91.18517199200473,1.461902339
2000,UKR,,,43.558754099999994,,
2000,UKR,,,43.558754099999994,,
2002,UKR,,,44.8829889,,
2002,UKR,,,44.8829889,,
2003,UKR,,,44.1881926,,
2003,UKR,,,44.1881926,,
2004,UKR,,,44.8836383,,
2004,UKR,,,44.8836383,,
2005,UKR,,,52.899356399999995,,
2005,UKR,,,52.899356399999995,,
2006,UKR,,,58.4692243,,
