year,country,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,GDP_Growth
2000,ALB,,45.781,,,,47.6615336,,
2002,ALB,,53.36,,,,53.080731199999995,,
2003,ALB,,50.757,,,,54.6310229,,
2004,ALB,,47.764,,,,56.665036199999996,,
2005,ALB,,49.71,,,,58.6105394,,
2006,ALB,,40.387,,,,58.9530841,,
2007,ALB,,49.179,,,,58.5662266,,
2008,ALB,,49.78,,,,59.870169,,
2009,ALB,,46.388,,,,59.562827,,
2010,ALB,,28.897,,,,59.0736552,,
2011,ALB,,35.658,,,,56.763853499999996,,
2012,ALB,,15.626,,,,55.846915599999996,,
2013,ALB,,25.3,,,,55.7711841,,
2014,ALB,,28.716,,,,58.5717241,,
2015,ALB,,12.593,,,,58.1856874,,
2016,ALB,,20.128,,,,58.140733999999995,,
2017,ALB,,38.126,,,,58.7177229,,
2018,ALB,,20.967,,,,59.2204451,,
2019,ALB,,31.546,,,,58.5428607,,
2020,ALB,,35.822,,,,57.8200814,,
2021,ALB,,23.765,,,,56.8421631,,
2022,ALB,,31.467,,,,57.2723796,,
2023,ALB,,21.845,,,,56.212260799999996,,
2024,ALB,,27.138,,,,56.6319145,,
2000,ARG,,,16.711861,34.27723,7.561,64.5902122,,-0.788998924
2002,ARG,,,16.711861,34.27723,7.561,62.677685499999995,,-10.894484806
2003,ARG,,,16.711861,34.27723,7.561,64.1974319,,8.837040773
2004,ARG,,,16.711861,34.27723,7.561,65.2542794,,9.029573319
2005,ARG,,,17.471054,34.27723,7.561,65.790841,,8.851659925
2006,ARG,,,17.830963,34.27723,7.561,65.76930589999999,,8.047151495
2007,ARG,,,18.4023875,34.27723,7.561,65.6717505,,9.007650884
2008,ARG,,,18.973812,34.27723,7.561,63.9973872,,4.057233103
2009,ARG,,,19.518599,34.27723,7.561,63.6438036,,-5.918525084
2010,ARG,,,20.111586,34.27723,7.561,64.62032169999999,,10.125398164
2011,ARG,,,20.237337,34.27723,7.561,62.8378088,,6.003951689
2012,ARG,,,20.556126,34.27723,7.561,62.296034999999996,,-1.026420465
2013,ARG,,,21.056189,34.27723,7.561,61.189000799999995,,2.405323788
2014,ARG,,,20.534544,34.27723,7.561,62.192376499999995,,-2.512615328
2015,ARG,,,20.78649903,34.27723,7.561,63.2869611,,2.731159839
2016,ARG,,,21.03845406,34.27723,7.561,64.7174938,,-2.080327847
2017,ARG,,,21.29040909,34.27723,7.215,67.0355392,,2.818502971
2018,ARG,,,21.80264664,34.27723,9.132,67.8718554,,-2.617396456
2019,ARG,,,22.66526985,53.54831,8.901,67.315243,,-2.000861003
2020,ARG,,,22.26409912,42.01509,10.962,67.18107069999999,,-9.900484821
2021,ARG,,,24.63621902,48.40938,6.971,66.012587,,10.441812001
2022,ARG,,,23.68571091,72.43076,6.285,65.5463784,,6.020745375
2023,ARG,,,23.67523003,133.4889,5.73,65.5332743,,-1.85578803
2024,ARG,,,23.67523003,219.8845,5.73,63.597359,,-1.342930728
2000,AUS,12.765,,27.475746,4.457435,6.288,82.0517314,52.46407557607455,3.359670121
2002,AUS,12.765,,30.759785,2.981575,6.375,82.2533828,55.9999730738054,3.998847357
2003,AUS,12.765,,31.314152,2.732596,5.932,82.3347099,58.165624998476545,3.118015258
2004,AUS,12.765,,30.82308,2.343255,5.399,81.3567425,59.149428649979455,3.957028074
2005,AUS,12.765,,31.691153,2.691832,5.036,84.25420079999999,60.64933816939943,3.043230489
2006,AUS,12.765,,33.022213,3.555288,4.785,84.2800468,62.26341780209047,2.706155397
2007,AUS,12.765,,33.73671,2.327611,4.381,84.7218673,63.560526641668474,4.378258966
2008,AUS,15.469,,36.149986,4.350298,4.241,84.71497839999999,65.0613159653464,2.536141252
2009,AUS,21.004,,36.881355,1.771117,5.565,84.7351745,67.13803611920423,1.999028522
2010,AUS,23.552,,37.604309,2.91834,5.214,85.4783984,68.233568328288,2.481294805
2011,AUS,28.319,,38.342072,3.30385,5.083,85.64427649999999,70.53024345402625,2.664945134
2012,AUS,32.608,,41.282364,1.76278,5.225,86.72621559999999,71.60987515544178,4.014354447
2013,AUS,33.929,,39.539928,2.449889,5.663,83.85988549999999,74.37675177158185,2.195017002
2014,AUS,38.063,,41.901855,2.487923,6.078,83.6972559,75.07531319957185,2.530910622
2015,AUS,39.844,,42.888756,1.508367,6.055,84.05763739999999,75.36614553406532,2.301805489
2016,AUS,41.415,,43.7439,1.276991,5.714,84.6444258,77.43850773897128,2.692797411
2017,AUS,43.022,,45.355675,1.948647,5.604,85.2240873,78.0971423905197,2.439875322
2018,AUS,42.983,,45.727478,1.911401,5.307,84.3283764,79.53336989658395,2.831802483
2019,AUS,46.633,,47.129978,1.610768,5.164,83.00581299999999,81.631113410856,1.952406318
2020,AUS,62.221,,49.337452,0.8469055,6.437,82.5881704,84.7420617349635,-2.103175927
2021,AUS,59.155,,49.767868,2.86391,5.14,81.9711062,89.57534165792353,5.38856325
2022,AUS,52.674,,51.4958992,6.594097,3.72,82.7671019,89.66137733404582,4.205645519
2023,AUS,54.006,,51.4030571,5.597015,3.687,83.3531587,90.9177457454379,2.065154661
2024,AUS,56.137,,53.09037017822266,3.16657,4.015,83.31878209999999,90.9177457454379,1.065827592
2000,AUT,70.344,65.543,24.783438,2.344868,3.502,81.175534,47.09114560867785,3.189521999
2002,AUT,70.344,68.022,24.783438,1.810359,3.985,81.5922245,49.186917872766,1.484368222
2003,AUT,70.344,70.993,24.783438,1.355554,4.279,81.1125356,50.047943901661355,1.141564997
2004,AUT,70.344,71.451,24.783438,2.061207,5.487,80.74418519999999,51.35237459633905,2.565254777
2005,AUT,70.344,71.76,24.639351,2.299138,5.627,80.0224823,53.080429540921706,2.320365716
2006,AUT,70.344,72.248,25.356432,1.441547,5.243,84.8523046,55.1460771854954,3.269336962
2007,AUT,70.344,68.475,25.092672,2.168556,4.858,84.9349356,56.93285005753585,3.775223954
2008,AUT,75.631,68.738,26.191858,3.215951,4.128,84.4884506,57.55371855291672,1.453305947
2009,AUT,87.914,65.122,26.895824,0.5063094,5.301,85.0154996,57.9114559547193,-3.586265304
2010,AUT,92.261,62.782,27.743721,1.813532,4.82,84.9981686,58.92196382704337,1.808982154
2011,AUT,93.257,69.981,27.956152,3.286583,4.564,83.94705139999999,60.04454991658393,2.927467817
2012,AUT,100.813,63.785,28.739943,2.485675,4.865,84.0175917,61.42721847269132,0.628245775
2013,AUT,98.05,61.26,29.738844,2.000158,5.335,84.6125958,62.17956142130863,-0.250726284
2014,AUT,105.613,65.625,29.904896,1.605806,5.62,83.60309769999999,62.715590758724275,0.755799021
2015,AUT,103.842,60.379,30.550726,0.8965653,5.723,83.9174984,64.46506137404795,1.303523534
2016,AUT,103.555,62.102,31.383963,0.8915924,6.013,83.1997651,65.47824868294238,2.117219477
2017,AUT,97.494,63.93,32.39439,2.081269,5.499,82.5822091,66.59221934951587,2.272249954
2018,AUT,92.153,64.223,32.711426,1.998382,4.848,82.4798545,67.6087028154032,2.48422099
2019,AUT,90.442,71.601,33.773777,1.530895,4.487,82.3175347,68.7508736923843,1.754976319
2020,AUT,107.945,58.281,34.205894,1.381909,5.363,83.6285166,68.19076558166874,-6.318255158
2021,AUT,101.618,51.952,34.604504,2.766667,6.181,82.9455152,72.7423759519731,4.923091748
2022,AUT,80.241,73.986,35.553291,8.54687,4.741,82.6729525,77.05726532747582,5.330972597
2023,AUT,81.667,60.317,36.61970901,7.814134,5.099,81.9278715,77.00282983296808,-0.78624418
2024,AUT,83.521,53.325,37.73565673828125,2.937916,5.161,81.44823679999999,84.18919249612468,-0.659089738
2000,BEL,94.929,78.164,27.084993,2.544518,7.009,82.1186084,53.9798228269594,3.71670617
2002,BEL,94.929,77.667,28.134819,1.645214,7.514,83.2817713,55.5875148231954,1.706867024
2003,BEL,94.929,79.704,29.031809,1.588964,8.174,83.7350683,56.428858974485905,1.038009104
2004,BEL,94.929,79.774,30.40086,2.097283,8.392,82.2753887,58.5241212376263,3.571179225
2005,BEL,94.929,79.912,31.045088,2.781433,8.44,83.669861,59.863493471331594,2.321737929
2006,BEL,94.929,79.486,31.754845,1.791208,8.246,83.63374809999999,60.99485639427033,2.552365923
2007,BEL,94.929,76.882,32.094864,1.823056,7.458,84.48492739999999,62.549013329143804,3.676899301
2008,BEL,102.712,80.846,32.310043,4.489444,6.976,83.54485299999999,62.85548656577632,0.446905131
2009,BEL,110.733,75.921,33.397053,-0.05314568,7.908,83.8311622,62.9542812423095,-1.9064176
2010,BEL,109.089,78.656,34.989502,2.189299,8.292,83.5093737,64.3502136026821,2.710286944
2011,BEL,111.361,76.588,34.612984,3.532082,7.14,81.623764,64.8558661584687,1.931155024
2012,BEL,120.994,76.673,35.316551,2.839664,7.542,81.9102097,65.75251324203855,0.215780773
2013,BEL,118.727,77.858,35.535332,1.113096,8.425,82.5470903,66.8962089322559,0.305517408
2014,BEL,130.739,80.19,36.855022,0.3400028,8.523,82.51924389999999,68.37390504148148,1.765540381
2015,BEL,127.426,84.227,36.857422,0.5614291,8.482,83.4984434,69.42322745990053,1.474142011
2016,BEL,129.017,75.982,37.503956,1.973853,7.83,83.3901975,70.42285759845315,1.193546996
2017,BEL,122.963,75.318,40.257053,2.125971,7.086,82.4161962,71.0996155626253,1.474445553
2018,BEL,119.771,83.043,40.638546,2.053165,5.948,82.85524439999999,72.06131427573467,1.877968474
2019,BEL,121.441,77.668,40.67009,1.43682,5.36,82.18260099999999,74.1659076000121,2.442890045
2020,BEL,139.142,78.133,42.442284,0.7407918,5.555,83.4546836,78.12070774811255,-4.792963379
2021,BEL,129.195,70.773,44.873066,2.440248,6.264,83.8366072,77.68708026151572,6.254433953
2022,BEL,102.799,73.697,45.769352,9.597511,5.558,83.8191327,80.60775477650517,4.024588234
2023,BEL,104.118,75.763,44.80752182,4.049011,5.528,83.37000309999999,81.824189909762,1.5612557
2024,BEL,103.599,75.448,45.03292083740234,3.143491,5.701,83.05420389999999,83.8064542859752,1.097754049
2000,BGR,48.474,46.409,27.49805641,10.31626,16.919,62.642855499999996,11.54934929702058,
2000,BGR,48.474,46.409,27.49805641,10.31626,16.919,62.642855499999996,11.54934929702058,
2000,BGR,48.474,46.409,27.49805641,10.31626,16.919,62.642855499999996,11.54934929702058,
2002,BGR,48.474,46.917,27.49805641,5.810143,18.178,64.08099299999999,12.982413684546838,
2002,BGR,48.474,46.917,27.49805641,5.810143,18.178,64.08099299999999,12.982413684546838,
2002,BGR,48.474,46.917,27.49805641,5.810143,18.178,64.08099299999999,12.982413684546838,
2003,BGR,48.474,46.65,27.49805641,2.348642,13.678,64.51505829999999,13.44957590680237,
2003,BGR,48.474,46.65,27.49805641,2.348642,13.678,64.51505829999999,13.44957590680237,
2003,BGR,48.474,46.65,27.49805641,2.348642,13.678,64.51505829999999,13.44957590680237,
2004,BGR,48.474,48.34,27.49805641,6.14713,12.04,65.05206609999999,13.92213861220019,
2004,BGR,48.474,48.34,27.49805641,6.14713,12.04,65.05206609999999,13.92213861220019,
2004,BGR,48.474,48.34,27.49805641,6.14713,12.04,65.05206609999999,13.92213861220019,
2005,BGR,48.474,47.343,27.49805641,5.038838,10.083,67.2681893,14.803244342291363,
2005,BGR,48.474,47.343,27.49805641,5.038838,10.083,67.2681893,14.803244342291363,
2005,BGR,48.474,47.343,27.49805641,5.038838,10.083,67.2681893,14.803244342291363,
2006,BGR,48.474,46.223,27.49805641,7.261595,8.951,68.8405009,15.588846552965016,
2006,BGR,48.474,46.223,27.49805641,7.261595,8.951,68.8405009,15.588846552965016,
2006,BGR,48.474,46.223,27.49805641,7.261595,8.951,68.8405009,15.588846552965016,
2007,BGR,48.474,51.233,27.49805641,8.402534,6.878,69.11615809999999,16.539515690885523,
2007,BGR,48.474,51.233,27.49805641,8.402534,6.878,69.11615809999999,16.539515690885523,
2007,BGR,48.474,51.233,27.49805641,8.402534,6.878,69.11615809999999,16.539515690885523,
2008,BGR,36.754,52.154,27.49805641,12.34872,5.609,67.6713486,17.150816461574202,
2008,BGR,36.754,52.154,27.49805641,12.34872,5.609,67.6713486,17.150816461574202,
2008,BGR,36.754,52.154,27.49805641,12.34872,5.609,67.6713486,17.150816461574202,
2009,BGR,42.712,45.393,27.49805641,2.753202,6.817,67.2370261,17.530447637871823,
2009,BGR,42.712,45.393,27.49805641,2.753202,6.817,67.2370261,17.530447637871823,
2009,BGR,42.712,45.393,27.49805641,2.753202,6.817,67.2370261,17.530447637871823,
2010,BGR,44.294,40.146,27.49805641,2.438991,10.279,66.0110153,18.705023195789323,
2010,BGR,44.294,40.146,27.49805641,2.438991,10.279,66.0110153,18.705023195789323,
2010,BGR,44.294,40.146,27.49805641,2.438991,10.279,66.0110153,18.705023195789323,
2011,BGR,42.089,36.732,27.49805641,4.219903,11.26,62.5451269,19.863066037735848,
2011,BGR,42.089,36.732,27.49805641,4.219903,11.26,62.5451269,19.863066037735848,
2011,BGR,42.089,36.732,27.49805641,4.219903,11.26,62.5451269,19.863066037735848,
2012,BGR,46.741,36.859,27.49805641,2.954568,12.27,63.0217074,20.674050123871876,
2012,BGR,46.741,36.859,27.49805641,2.954568,12.27,63.0217074,20.674050123871876,
2012,BGR,46.741,36.859,27.49805641,2.954568,12.27,63.0217074,20.674050123871876,
2013,BGR,47.963,38.313,27.49805641,0.8900936,12.941,60.3717816,20.75017464998935,
2013,BGR,47.963,38.313,27.49805641,0.8900936,12.941,60.3717816,20.75017464998935,
2013,BGR,47.963,38.313,27.49805641,0.8900936,12.941,60.3717816,20.75017464998935,
2014,BGR,67.873,35.171,27.49805641,-1.418184,11.424,60.6926827,21.159266250442776,
2014,BGR,67.873,35.171,27.49805641,-1.418184,11.424,60.6926827,21.159266250442776,
2014,BGR,67.873,35.171,27.49805641,-1.418184,11.424,60.6926827,21.159266250442776,
2015,BGR,63.503,36.446,27.49805641,-0.1046333,9.143,61.0875091,21.9294793008523,
2015,BGR,63.503,36.446,27.49805641,-0.1046333,9.143,61.0875091,21.9294793008523,
2015,BGR,63.503,36.446,27.49805641,-0.1046333,9.143,61.0875091,21.9294793008523,
2016,BGR,73.292,38.472,27.68611145,-0.7986535,7.575,60.930632499999994,22.93576697059135,
2016,BGR,73.292,38.472,27.68611145,-0.7986535,7.575,60.930632499999994,22.93576697059135,
2016,BGR,73.292,38.472,27.68611145,-0.7986535,7.575,60.930632499999994,22.93576697059135,
2017,BGR,66.658,39.362,27.829102833935547,2.061594,6.164,59.0625499,23.5693367109147,
2017,BGR,66.658,39.362,27.829102833935547,2.061594,6.164,59.0625499,23.5693367109147,
2017,BGR,66.658,39.362,27.829102833935547,2.061594,6.164,59.0625499,23.5693367109147,
2018,BGR,60.139,36.596,27.972094217871092,2.814551,5.211,58.127878499999994,24.61649190206505,
2018,BGR,60.139,36.596,27.972094217871092,2.814551,5.211,58.127878499999994,24.61649190206505,
2018,BGR,60.139,36.596,27.972094217871092,2.814551,5.211,58.127878499999994,24.61649190206505,
2019,BGR,56.976,38.457,28.11508560180664,3.103729,4.148,59.2808479,26.598342713840577,
2020,BGR,67.402,38.171,28.670073827871093,1.672439,5.037,60.229005,27.407491652526147,
2021,BGR,68.068,36.178,29.22506205393555,3.297195,5.166,60.179759999999995,30.09450143920055,
2022,BGR,62.32,37.11,29.78005028,15.33337,4.148,60.3184987,33.03187459651387,
2023,BGR,62.726,39.512,30.47810555,9.459093,4.319,61.393015,33.334336051100976,
2024,BGR,63.835,41.936,33.77812576293945,2.424649,4.165,60.5840325,35.869255962789396,
2014,BIH,,28.209,,,,54.0517221,,
2015,BIH,,33.693,,,,53.1364399,,
2016,BIH,,31.518,,,,52.352174399999996,,
2017,BIH,,34.031,,,,50.145471099999995,,
2018,BIH,,24.263,,,,49.1853913,,
2019,BIH,,27.377,,,,48.945250099999996,,
2020,BIH,,25.398,,,,48.951768099999995,,
2021,BIH,,27.151,,,,48.518381899999994,,
2022,BIH,,26.281,,,,48.5547013,,
2023,BIH,,24.836,,,,49.083090999999996,,
2024,BIH,,27.796,,,,49.9313526,,
2000,BOL,,,,,,60.5220037,,
2002,BOL,,,,,,57.290452599999995,,
2003,BOL,,,,,,55.449540799999994,,
2004,BOL,,,,,,55.1282389,,
2005,BOL,,,,,,58.4417121,,
2006,BOL,,,,,,59.464118199999994,,
2007,BOL,,,,,,58.1759771,,
2008,BOL,,,,,,57.235801099999996,,
2009,BOL,,,,,,58.1422095,,
2010,BOL,,,,,,57.492499599999995,,
2011,BOL,,,,,,55.3636701,,
2012,BOL,,,,,,53.998999299999994,,
2013,BOL,,,,,,53.8126591,,
2014,BOL,,,,,,55.107113399999996,,
2015,BOL,,,,,,54.0587581,,
2016,BOL,,,,,,53.5032991,,
2017,BOL,,,,,,52.858906399999995,,
2018,BOL,,,,,,51.2043751,,
2000,BRA,87.124,,9.6238279,7.044141,9.358,61.899754099999996,,4.387949444
2002,BRA,87.124,,9.6238279,8.450165,9.117,65.3207101,,3.053461857
2003,BRA,87.124,,9.6238279,14.71492,9.731,65.4164977,,1.140828999
2004,BRA,87.124,,9.6238279,6.597185,8.878,65.1251758,,5.759964637
2005,BRA,87.124,,9.6238279,6.869537,9.286,67.04265219999999,,3.202135235
2006,BRA,87.124,,9.6238279,4.183568,8.378,67.43825919999999,,3.961988685
2007,BRA,87.124,,9.6238279,3.641273,8.076,67.1091844,,6.069870624
2008,BRA,87.124,,10.795494,5.678594,7.075,67.97174559999999,,5.094195448
2009,BRA,87.124,,10.863071,4.888035,8.257,66.8952358,,-0.125812005
2010,BRA,84.998,,11.238906499999999,5.038727,7.4725,67.8789001,,7.528225817
2011,BRA,81.678,,11.614742,6.63645,6.688,66.0820054,,3.974423082
2012,BRA,85.962,,12.993286,5.403499,7.266,66.5333263,,1.921175978
2013,BRA,76.422,,13.746482,6.204311,7.174,64.30462589999999,,3.004822675
2014,BRA,78.602,,14.321353,6.32904,6.878,64.2886513,,0.503955745
2015,BRA,85.994,,14.794608,9.029902,8.729,64.9224025,,-3.545763397
2016,BRA,98.436,,16.858622,8.739143,11.611,64.899749,,-3.27591689
2017,BRA,103.988,,17.146753,3.446373,12.583,64.36192369999999,,1.322869044
2018,BRA,105.197,,18.355165,3.66485,12.107,61.983118499999996,,1.783666758
2019,BRA,110.006,,18.71954,3.732976,11.743,60.4316453,,1.220777818
2020,BRA,117.358,,20.057917,3.211768,13.728,59.768041999999994,,-3.276758783
2021,BRA,101.274,,20.678915,8.30166,13.977,58.185612199999994,,4.762604367
2022,BRA,101.274,,20.966524,9.280107,9.542,57.3819696,,3.016694354
2023,BRA,101.274,,21.53577805,4.593563,7.712,61.208116999999994,,3.241655328
2024,BRA,101.274,,21.53577805,4.367464,6.61,62.3883763,,3.419315166
2000,CAN,71.325,,40.105782,2.71944,6.821,85.1962023,45.87295973021485,5.138539163
2002,CAN,71.325,,42.873188,2.258394,7.656,85.3728549,47.9284356856372,2.99925534
2003,CAN,71.325,,44.123833,2.758563,7.563,85.3155465,48.703859666141824,1.806385134
2004,CAN,71.325,,44.548969,1.857259,7.176,84.3936957,49.73169593298623,3.092363833
2005,CAN,71.325,,45.976749,2.213552,6.751,83.2300654,51.671021747306796,3.210454389
2006,CAN,71.325,,46.881516,2.002025,6.473,84.21155949999999,52.98436562721878,2.637943748
2007,CAN,71.325,,48.181564,2.138384,6.152,84.5261405,53.714347210610924,2.049904622
2008,CAN,74.235,,48.706802,2.370271,6.271,83.8454687,54.35222801101513,0.995406342
2009,CAN,86.592,,49.290722,0.2994668,8.451,83.008876,54.24755517375023,-2.915086258
2010,CAN,89.554,,50.311695,1.776872,8.169,81.5556496,55.09228696208855,3.090806365
2011,CAN,92.573,,50.99168395996094,2.912135,7.644,81.7956507,56.709126310388726,3.137194412
2012,CAN,95.197,,52.17575454711914,1.515678,7.421,82.1760445,56.935321613729826,1.755661314
2013,CAN,92.194,,52.83395385742188,0.9382919,7.168,82.4641845,58.39968426436115,2.325813561
2014,CAN,93.158,,53.40986251831055,1.906636,7.037,81.71147069999999,60.54905224225393,2.873466778
2015,CAN,99.652,,54.97923278808594,1.125241,6.982,84.5437007,59.93290351659452,0.649971004
2016,CAN,99.449,,55.96599578857422,1.42876,7.06,84.8132706,60.9055993328814,1.038550919
2017,CAN,96.142,,56.34235000610352,1.596884,6.438,85.4404198,62.471735041938224,3.033834915
2018,CAN,95.242,,57.5587272644043,2.268226,5.834,85.22031369999999,63.21523284076663,2.742963439
2019,CAN,96.69,,59.02025604248047,1.949269,5.685,84.7786927,63.76477135315955,1.908431915
2020,CAN,128.578,,59.84306716918945,0.7169997,9.652,84.8078693,69.2582664770827,-5.038233416
2021,CAN,117.811,,61.91464996337891,3.395193,7.511,82.6248889,69.58629965671602,5.950528041
2022,CAN,98.127,,62.70280838012695,6.802801,5.268,82.6946626,72.13807646765095,4.695419865
2023,CAN,101.388,,63.24934005737305,3.879002,5.384,83.3014896,71.6049174994081,1.953085498
2024,CAN,106.554,,64.66224670410156,2.381584,6.345,83.1660553,72.47691737540637,2.04626608
2000,CHE,45.939,,24.177282,1.558529,2.657,84.1567697,61.589522687260846,3.633216862
2002,CHE,45.939,,25.385767,0.6427115,2.924,85.1303159,63.98383601973782,0.380410211
2003,CHE,45.939,,26.875856,0.6382729,4.117,85.3937004,63.97687949415928,-0.284222455
2004,CHE,45.939,,28.088779,0.8029087,4.316,84.9038652,64.57801961059005,2.586928949
2005,CHE,45.939,,28.763943,1.171954,4.437,85.0663041,66.37100576898477,2.952084894
2006,CHE,45.939,,29.851349,1.059509,3.995,85.6854354,69.3201033107416,4.134322593
2007,CHE,45.939,,31.327906,0.7323506,3.641,85.681247,71.981143264117,3.983193736
2008,CHE,45.815,,33.652287,2.426041,3.35,85.6389698,73.52620400706886,2.53159629
2009,CHE,44.334,,35.020153,-0.4804819,4.109,85.9102776,72.24688214671828,-1.934909495
2010,CHE,42.957,,33.881504,0.6882387,4.808,85.83103679999999,76.35461554802015,3.260630796
2011,CHE,43.226,,34.000179,0.2313492,4.409,85.91955039999999,76.63463410217447,1.407660613
2012,CHE,43.732,,35.291126,-0.692552,4.491,85.8970265,77.45167442575065,1.124135891
2013,CHE,42.992,,37.407192,-0.2173232,4.747,85.6952525,79.36491321473223,1.836123906
2014,CHE,42.926,,38.428497,-0.01320254,4.826,85.40031979999999,80.29269048945592,2.54342348
2015,CHE,42.867,,39.782719,-1.143909,4.801,85.41250149999999,79.90128306655348,1.454503249
2016,CHE,41.648,,41.235474,-0.4346187,4.918,85.5404045,80.67392671489077,1.911591063
2017,CHE,42.457,,42.594601,0.5337878,4.797,85.9950561,82.03215417915276,1.420346127
2018,CHE,40.282,,43.744415,0.9363354,4.713,86.15034,84.38924483911416,3.327432508
2019,CHE,40.068,,44.412537,0.3628862,4.394,85.71848709999999,85.57899084521337,1.115321899
2020,CHE,43.794,,45.277538,-0.725875,4.817,85.5364209,87.22076712686706,-2.255257987
2021,CHE,41.273,,45.002983,0.5818142,5.013,86.22363159999999,91.04761791776495,6.176228385
2022,CHE,37.307,,44.49095535,2.835028,4.122,86.3320561,95.29488070992153,3.534302915
2023,CHE,39.22,,46.03606415,2.135401,4.043,85.2919917,94.42191118646802,0.825560873
2024,CHE,40.304,,46.45741653442383,1.06234,4.343,85.5924866,97.39345805172896,1.390333652
2000,CHL,11.376,,17.120726,3.843273,10.481,75.1836479,3061.758840998448,4.971621488
2002,CHL,11.376,,17.120726,2.489398,10.166,77.37596239999999,3255.7344740625185,3.202799135
2003,CHL,11.376,,17.120726,2.810177,9.76,76.5771121,3345.2031007168143,4.723245269
2004,CHL,11.376,,17.120726,1.054739,10.151,77.1221431,3552.913279798401,6.674254168
2005,CHL,11.376,,17.120726,3.052574,9.336,79.7501348,3835.2046290069784,5.837045719
2006,CHL,11.376,,17.120726,3.392019,9.023,79.70664459999999,4151.940532107442,6.049990826
2007,CHL,11.376,,17.120726,4.407798,8.434,79.84767269999999,4399.976856523739,5.168230985
2008,CHL,12.516,,17.120726,8.716269,9.278,78.6226332,4509.126523910152,3.789392806
2009,CHL,13.449,,17.120726,0.3530467,11.285,79.1641147,4597.741225758792,-1.118037236
2010,CHL,15.403,,17.467309,1.410711,8.284,78.8908939,4531.4686578917135,5.851651022
2011,CHL,17.994,,17.813892,3.341217,7.309,76.9876767,4690.369587040227,6.223896785
2012,CHL,18.453,,19.4518555,3.007448,6.596,76.9020475,4939.726028429969,6.155340019
2013,CHL,19.032,,21.089819,1.789556,6.089,76.8526923,5059.4375184961045,3.308508247
2014,CHL,22.375,,21.782508999999997,4.718675,6.498,77.03946479999999,5272.592600656166,1.792649471
2015,CHL,24.293,,22.475199,4.348773,6.332,76.5716741,5401.635112268392,2.1519425
2016,CHL,28.39,,23.821688779174806,3.786194,6.69,76.347994,5587.496811147432,1.753038749
2017,CHL,29.364,,25.16817855834961,2.182719,6.964,76.2718809,5694.595000970912,1.357695373
2018,CHL,32.205,,27.258710705566408,2.43489,7.377,76.4034226,5856.614357105818,3.990029478
2019,CHL,38.768,,29.349242852783203,2.557545,7.22,75.769493,5900.356513111679,0.644223403
2020,CHL,44.23,,31.439775,3.045491,10.521,75.32288369999999,6992.983349316889,-6.139696941
2021,CHL,42.267,,32.17705035705566,4.524569,8.811,74.270095,7295.974549500201,11.337403241
2022,CHL,41.235,,32.91432571411133,11.64387,7.883,74.52441139999999,7101.844204929476,2.063918643
2023,CHL,43.15,,32.91432571411133,7.581683,8.681,74.8457834,7262.386117609289,0.677024832
2024,CHL,45.832,,32.91432571411133,7.581683,8.472,74.2500039,7262.386117609289,2.805126371
2000,CHN,,,9.6811743,0.4,3.576,28.9626585,,8.6
2002,CHN,,,9.6811743,-0.8,3.436,28.232794199999997,,9.2
2003,CHN,,,9.6811743,1.2,3.366,28.9693689,,10.1
2004,CHN,,,9.6811743,3.9,3.296,29.594015199999998,,10.1
2005,CHN,,,9.6811743,1.8,3.226,30.995604099999998,,11.5
2006,CHN,,,9.6811743,1.5,3.1559999999999997,31.4688259,,12.7
2007,CHN,,,9.6811743,4.8,3.086,31.2029805,,14.2
2008,CHN,,,9.6811743,5.9,3.016,30.7391068,,9.7
2009,CHN,,,9.6811743,-0.7,2.9459999999999997,30.877800099999998,,9.4
2010,CHN,,,9.6811743,3.3,2.876,30.6803562,,10.6
2011,CHN,,,10.566588517,5.4,2.876,32.885900899999996,,9.5
2012,CHN,,,11.452002734,2.6,2.876,31.380107499999998,,7.9
2013,CHN,,,12.337416951000002,2.6,2.876,31.0798663,,7.8
2014,CHN,,,13.222831168,2.0,2.876,32.9618757,,7.5
2015,CHN,,,14.108245385,1.4,2.876,32.4786757,,7.0
2016,CHN,,,14.993659602000001,2.0,2.876,32.5243345,,6.8
2017,CHN,,,15.879073819000002,1.6,2.876,32.687888199999996,,6.9
2018,CHN,,,16.764488036000003,2.1,2.876,31.4352456,,6.8
2019,CHN,,,17.649902253,2.9,2.876,30.5511564,,6.1
2020,CHN,,,18.53531647,2.5,2.876,29.855707199999998,,2.3
2021,CHN,,,18.53531647,0.9,2.876,28.605562199999998,,8.6
2022,CHN,,,18.53531647,2.0,2.876,28.552708199999998,,3.1
2023,CHN,,,18.53531647,0.2,2.876,28.0278575,,5.4
2024,CHN,,,18.53531647,0.2,2.876,27.9142454,,5.0
2000,COL,49.574,,16.965132,9.225347,15.04,46.4837911,5211.454993848045,6.716868698
2002,COL,49.574,,16.965132,6.351508,15.633,48.3780242,5320.492919622413,6.716868698
2003,COL,49.574,,16.965132,7.129788,14.189,48.4317971,5479.1037549187195,6.716868698
2004,COL,49.574,,16.965132,5.904022,13.717,52.5017296,5941.1209622463675,6.716868698
2005,COL,49.574,,16.965132,5.051016,11.87,52.6690307,6196.585058097794,6.716868698
