year,country,Public_Debt (%GDP),Energy_Import_Dependency,Tertiary_education_attainment,Inflation_Rate,Unemployment_Variation,Gov_score,Productivity_Variation,GDP_Growth
2021,MKD,,68.073,,,16.401,56.5741685,,
2022,MKD,,63.329,,,16.401,56.767599,,
2023,MKD,,62.79,,,16.401,56.8296156,,
2024,MKD,,64.791,,,16.401,58.1398502,,
2000,MLT,,100.246,,,6.324,75.5659443,,
2002,MLT,,99.802,,,6.9,75.593614,,
2003,MLT,,99.826,,,7.565,78.10292129999999,,
2004,MLT,,99.829,,,7.198,77.397347,,
2005,MLT,,99.967,,,6.923,78.87449579999999,,
2006,MLT,,99.962,,,6.798,77.5292877,,
2007,MLT,,99.956,,,6.472,78.2659623,,
2008,MLT,,99.952,,,5.977,79.8134098,,
2009,MLT,,99.926,,,6.889,78.7654938,,
2010,MLT,,99.036,,,6.847,78.4349943,,
2011,MLT,,101.3,,,6.378,77.2271073,,
2012,MLT,,100.973,,,6.196,77.21532979999999,,
2013,MLT,,104.139,,,6.106,78.05787169999999,,
2014,MLT,,97.657,,,5.725,77.376302,,
2015,MLT,,97.296,,,5.379,77.6273822,,
2016,MLT,,101.076,,,4.687,77.21592319999999,,
2017,MLT,,103.052,,,4.002,76.5685656,,
2018,MLT,,97.527,,,3.95,77.2139559,,
2019,MLT,,97.274,,,4.068,76.3243114,,
2020,MLT,,97.555,,,4.846,77.1710923,,
2021,MLT,,97.042,,,3.743,74.5309784,,
2022,MLT,,98.965,,,3.461,74.7035494,,
2023,MLT,,97.553,,,3.469,73.6772822,,
2024,MLT,,98.388,,,3.115,72.9801616,,
2004,MNE,,,,,,51.520384299999996,,
2005,MNE,,42.477,,,,52.470307399999996,,
2006,MNE,,44.975,,,,62.161046999999996,,
2007,MNE,,54.291,,,,61.154547099999995,,
2008,MNE,,46.208,,,,60.8872334,,
2009,MNE,,43.066,,,,60.583549399999995,,
2010,MNE,,26.397,,,,56.1707326,,
2011,MNE,,36.219,,,,56.333050699999994,,
2012,MNE,,34.27,,,,60.3681078,,
2013,MNE,,23.482,,,,59.8086127,,
2014,MNE,,29.917,,,,60.251844,,
2015,MNE,,30.08,,,,60.2857813,,
2016,MNE,,34.59,,,,58.632918,,
2017,MNE,,40.486,,,,59.7767845,,
2018,MNE,,31.06,,,,58.8180664,,
2019,MNE,,32.857,,,,58.452269599999994,,
2020,MNE,,27.422,,,,58.5633474,,
2021,MNE,,31.098,,,,58.356520499999995,,
2022,MNE,,29.089,,,,60.0068389,,
2023,MNE,,23.742,,,,60.6166151,,
2024,MNE,,32.622,,,,63.6919617,,
2000,NIC,,,,,,52.182519199999994,,
2002,NIC,,,,,,52.946481899999995,,
2003,NIC,,,,,,57.095872199999995,,
2004,NIC,,,,,,57.7301134,,
2005,NIC,,,,,,55.496433499999995,,
2006,NIC,,,,,,54.3196344,,
2007,NIC,,,,,,54.0365842,,
2008,NIC,,,,,,50.668361399999995,,
2009,NIC,,,,,,50.084187799999995,,
2010,NIC,,,,,,49.9643571,,
2011,NIC,,,,,,48.0017995,,
2012,NIC,,,,,,45.7437806,,
2013,NIC,,,,,,46.5118581,,
2014,NIC,,,,,,45.9894245,,
2015,NIC,,,,,,44.137692699999995,,
2016,NIC,,,,,,41.6970284,,
2017,NIC,,,,,,41.9249213,,
2018,NIC,,,,,,36.4509986,,
2000,NLD,50.366,38.267,23.375116,2.360522,3.047,86.3911305,50.48609569203542,4.227832184
2002,NLD,50.366,35.084,25.02088,3.287531,3.066,86.081718,52.9256974698051,0.246208692
2003,NLD,50.366,38.717,27.545015,2.091998,4.829,86.1603094,53.784374337025426,0.098171277
2004,NLD,50.366,32.149,29.537558,1.263647,5.658,85.6411383,55.6323083373956,2.013391169
2005,NLD,50.366,37.784,30.11544,1.68813,5.875,86.5210567,57.386626734260474,2.028841787
2006,NLD,50.366,38.561,30.189871,1.101501,5.006,87.7266526,59.20587828268523,3.539020707
2007,NLD,50.366,37.407,30.803967,1.613859,4.155,87.6286229,60.37824210133835,3.882140661
2008,NLD,62.481,33.555,32.167362,2.486502,3.657,87.16859629999999,61.698024319111354,2.126700656
2009,NLD,64.965,34.059,32.785397,1.189777,4.351,86.5765728,60.46466684889913,-3.670183101
2010,NLD,69.184,28.279,32.389164,1.275306,4.989,85.6804332,61.809157520623145,1.316808644
2011,NLD,73.451,29.357,32.041344,2.34107,4.977,87.12172989999999,62.878416793917154,1.776866417
2012,NLD,79.053,30.635,34.398335,2.455548,5.821,88.3309646,63.256016103990724,-0.977372729
2013,NLD,78.533,23.738,34.523254,2.506899,8.187,86.90611849999999,64.49786554695535,-0.032106723
2014,NLD,82.802,30.948,35.290047,0.9760351,8.318,86.8776262,65.16206294414229,1.612447495
2015,NLD,78.844,48.372,36.441593,0.6002482,7.866,88.2134931,66.12141143096437,2.121038661
2016,NLD,76.405,45.874,37.127563,0.3166667,6.988,88.1113048,66.73571573962386,2.424808729
2017,NLD,69.822,51.699,38.296494,1.381459,5.855,87.1501207,67.61238481872475,2.782872367
2018,NLD,65.142,59.517,39.796738,1.703498,4.869,87.1979059,68.26953126616533,2.260201128
2019,NLD,61.286,64.304,40.813927,2.633699,4.422,87.0634098,69.43125351164474,2.300029209
2020,NLD,68.778,68.023,42.05917,1.27246,4.837,88.5328085,67.33117903245574,-3.876615078
2021,NLD,64.322,58.451,43.059402,2.67572,4.21,87.0008192,73.58252001311817,6.277841581
2022,NLD,52.718,80.242,44.659809,10.00121,3.524,87.15313809999999,76.93255890568335,5.007234591
2023,NLD,50.841,70.411,44.24942017,3.838393,3.537,86.60736849999999,76.73130131983521,-0.600643488
2024,NLD,48.176,70.564,45.0982780456543,3.347543,3.627,85.79246309999999,79.7434535876858,1.07305906
2000,NOR,55.846,-723.443,32.692787,3.085506,3.331,85.6626541,339.4301771330547,3.443430782
2002,NOR,55.846,-801.071,32.692787,1.286725,3.762,86.1027787,359.95842407577146,1.457474441
2003,NOR,55.846,-739.13,32.692787,2.487826,4.045,85.92353399999999,375.2365206185568,1.096372723
2004,NOR,55.846,-702.544,32.692787,0.4544985,4.184,84.1365053,391.396608565737,4.330186246
2005,NOR,55.846,-661.358,32.692787,1.532134,4.381,86.9235964,409.53304852097784,2.96971446
2006,NOR,55.846,-627.919,32.926327,2.32935,3.399,87.1986008,421.82986142815344,2.847260991
2007,NOR,55.846,-648.208,34.198307,0.7125891,2.493,87.4139794,419.5416222765362,3.420283125
2008,NOR,54.462,-592.319,36.004189,3.753931,2.55,87.3900675,425.8230330951738,0.822802752
2009,NOR,48.612,-601.253,36.698498,2.197386,3.103,87.5216897,415.06717841439934,-1.613258563
2010,NOR,48.97,-536.301,37.284328,2.418906,3.521,87.70109029999999,428.1773080981093,1.004914771
2011,NOR,34.507,-590.038,38.053513,1.284952,3.215,88.54480819999999,438.5006994616419,1.385041025
2012,NOR,35.646,-568.081,38.561893,0.6968641,3.123,89.757778,449.6510208223161,2.823989879
2013,NOR,36.236,-508.738,39.770252,2.120486,3.423,89.842231,457.9509688651924,1.272885122
2014,NOR,34.49,-566.17,41.757915,2.041703,3.484,89.1198805,461.5950191157348,2.095192873
2015,NOR,39.977,-678.008,42.706734,2.171137,4.296,90.34835749999999,459.83229793014215,2.044311848
2016,NOR,44.035,-608.666,43.016758,3.55,4.679,90.35041749999999,458.9835166023166,1.291584105
2017,NOR,44.235,-595.383,43.207031,1.875101,4.162,90.6411619,478.30246916666647,2.669643376
2018,NOR,45.06,-563.803,43.575832,2.764831,3.8,91.1071674,490.7154529396922,1.110398665
2019,NOR,46.37,-561.944,44.129421,2.16773,3.687,90.9756309,487.7206921451652,1.469731402
2020,NOR,52.937,-603.999,45.273285,1.286585,4.422,91.08014879999999,485.5938554369919,-1.360582743
2021,NOR,47.741,-622.175,47.220146,3.483881,4.369,91.5816248,545.0319058618977,4.143155486
2022,NOR,41.289,-682.103,48.096764,5.764123,3.232,90.77894669999999,630.3035585553162,4.080394661
2023,NOR,50.155,-655.137,48.79412842,5.51785,3.573,90.68392569999999,582.1903150202804,0.352689446
2024,NOR,61.338,-677.196,50.44035339355469,3.145301,3.982,90.6189722,591.951392551166,1.423726564
2000,NZL,25.729,,35.628941,2.615233,6.131,83.7458463,40.38892196552515,4.212489373
2002,NZL,25.729,,35.628941,2.677091,5.282,83.7719985,42.36004332740955,4.706290027
2003,NZL,25.729,,35.628941,1.753576,4.745,84.0280284,43.449067255410924,4.424887233
2004,NZL,25.729,,35.628941,2.290249,4.005,83.40349239999999,43.84832140627422,4.844237857
2005,NZL,25.729,,35.628941,3.037021,3.807,84.9240368,43.9910285377373,3.214809507
2006,NZL,25.729,,35.628941,3.365404,3.857,85.2288147,45.3512854440456,2.815304933
2007,NZL,25.729,,35.628941,2.376143,3.661,85.1221545,47.8814336942092,3.487783264
2008,NZL,27.61,,35.628941,3.958944,4.167,85.5604886,47.15246939894522,-0.159031133
2009,NZL,30.163,,35.628941,2.115656,6.122,86.37981339999999,49.89417495987935,-1.056791031
2010,NZL,33.523,,35.628941,2.302026,6.556,86.5467819,50.122893399975275,1.741432154
2011,NZL,42.319,,35.628941,4.027903,6.491,88.52700999999999,51.55266269081348,1.69996095
2012,NZL,45.514,,35.628941,1.059918,6.93,88.17169369999999,53.343285192699256,2.535243576
2013,NZL,42.339,,35.628941,1.134418,5.839,87.7578403,53.64783650539847,2.131146744
2014,NZL,42.138,,35.628941,1.227513,5.429,86.8164129,53.79409136751018,3.787637084
2015,NZL,41.788,,34.040531,0.2927033,5.415,88.153218,55.0124701905983,3.64711658
2016,NZL,40.751,,36.275139,0.6462372,5.146,88.08985729999999,55.365079087808525,3.951270905
2017,NZL,39.468,,37.730431,1.850787,4.737,87.8657607,56.20372273484383,3.290067624
2018,NZL,37.41,,39.292675,1.598298,4.335,87.293263,57.39459761649022,3.33492748
2019,NZL,34.138,,39.065784,1.619632,4.109,87.456437,58.09721006171603,2.976344841
2020,NZL,46.735,,40.121872,1.714562,4.596,87.5648509,59.754485747679446,-1.219668117
2021,NZL,53.132,,40.490189,3.941121,3.78,87.32158199999999,62.327452078783054,5.426840031
2022,NZL,55.966,,39.841537,7.172225,3.3,87.3088472,64.5161722261567,2.630296401
2023,NZL,54.661,,41.5777702331543,5.733163,3.732,86.8865682,64.45342211953148,2.164133386
2024,NZL,53.356,,43.96200942993164,2.922798,4.716,86.41504239999999,64.45342211953148,-0.304792588
2000,PAN,,,,,,65.0728101,,
2002,PAN,,,,,,65.6335601,,
2003,PAN,,,,,,65.426959,,
2004,PAN,,,,,,66.94612769999999,,
2005,PAN,,,,,,67.51291429999999,,
2006,PAN,,,,,,68.9443379,,
2007,PAN,,,,,,68.56997539999999,,
2008,PAN,,,,,,68.5530575,,
2009,PAN,,,,,,69.3796756,,
2010,PAN,,,,,,67.9637137,,
2011,PAN,,,,,,67.29248969999999,,
2012,PAN,,,,,,64.25526529999999,,
2013,PAN,,,,,,63.2950928,,
2014,PAN,,,,,,64.7097157,,
2015,PAN,,,,,,65.6403948,,
2016,PAN,,,,,,65.4025867,,
2017,PAN,,,,,,64.98047749999999,,
2018,PAN,,,,,,65.5901329,,
2019,PAN,,,,,,66.0472577,,
2000,PER,,,,,,45.289806299999995,,
2002,PER,,,,,,61.2065943,,
2003,PER,,,,,,60.512251299999996,,
2004,PER,,,32.44971085,,5.19,58.2679316,,
2005,PER,,,32.44971085,,5.264,59.6887487,,
2006,PER,,,32.44971085,,4.589,60.7218734,,
2007,PER,,,32.44971085,,4.548,60.8589406,,
2008,PER,,,32.44971085,,4.495,61.9897029,,
2009,PER,,,32.44971085,,4.387,60.8493667,,
2010,PER,,,32.44971085,,3.986,61.4878523,,
2011,PER,,,32.44971085,,3.872,62.2785587,,
2012,PER,,,32.44971085,,3.6,62.204628199999995,,
2013,PER,,,32.44971085,,3.941,60.4225825,,
2014,PER,,,32.44971085,,3.519,60.6914015,,
2015,PER,,,32.44971085,,3.431,61.623522799999996,,
2016,PER,,,32.44971085,,4.089,61.494144399999996,,
2017,PER,,,33.244543078938804,,3.992,62.3367072,,
2018,PER,,,34.039375307877606,,3.854,63.1318996,,
2019,PER,,,34.83420753681641,,3.818,62.8556683,,
2020,PER,,,35.62903976575521,,7.346,63.223873399999995,,
2021,PER,,,36.42387199469401,,5.583,60.620840199999996,,
2022,PER,,,37.21870422363281,,4.661,59.337624299999995,,
2023,PER,,,34.38382720947266,,5.379,59.4366918,,
2024,PER,,,39.2767219543457,,5.573,57.6469083,,
2000,PHL,,,,,,57.8824866,,
2002,PHL,,,,,,57.861942199999994,,
2003,PHL,,,,,,55.457282199999995,,
2004,PHL,,,,,,55.8690457,,
2005,PHL,,,,,,56.2494921,,
2006,PHL,,,,,,55.1065008,,
2007,PHL,,,,,,55.311813799999996,,
2008,PHL,,,,,,54.099472399999996,,
2009,PHL,,,,,,54.5740926,,
2010,PHL,,,,,,53.9456377,,
2011,PHL,,,,,,54.646138099999995,,
2012,PHL,,,,,,54.7799079,,
2013,PHL,,,,,,55.8008385,,
2014,PHL,,,,,,58.180910999999995,,
2015,PHL,,,,,,57.3640821,,
2016,PHL,,,,,,57.2807493,,
2017,PHL,,,,,,55.192928099999996,,
2018,PHL,,,,,,53.9513908,,
2000,POL,51.475,10.722,11.36204,10.09167,16.37,78.08268319999999,28.171458328610175,4.656227896
2000,POL,51.475,10.722,11.36204,10.09167,16.37,78.08268319999999,28.171458328610175,4.656227896
2000,POL,51.475,10.722,11.36204,10.09167,16.37,78.08268319999999,28.171458328610175,4.656227896
2002,POL,51.475,11.439,12.585118,1.941667,19.932,73.92318689999999,31.3688173870754,1.901146468
2002,POL,51.475,11.439,12.585118,1.941667,19.932,73.92318689999999,31.3688173870754,1.901146468
2002,POL,51.475,11.439,12.585118,1.941667,19.932,73.92318689999999,31.3688173870754,1.901146468
2003,POL,51.475,13.309,14.17064,0.8416666,19.644,74.01904979999999,32.84902836658843,3.52341631
2003,POL,51.475,13.309,14.17064,0.8416666,19.644,74.01904979999999,32.84902836658843,3.52341631
2003,POL,51.475,13.309,14.17064,0.8416666,19.644,74.01904979999999,32.84902836658843,3.52341631
2004,POL,51.475,14.727,15.709586,3.491667,18.972,72.1425065,34.728430334403924,5.090830297
2004,POL,51.475,14.727,15.709586,3.491667,18.972,72.1425065,34.728430334403924,5.090830297
2004,POL,51.475,14.727,15.709586,3.491667,18.972,72.1425065,34.728430334403924,5.090830297
2005,POL,51.475,17.748,16.926928,2.133333,17.747,74.8511706,35.46880071408478,3.260795652
2005,POL,51.475,17.748,16.926928,2.133333,17.747,74.8511706,35.46880071408478,3.260795652
2005,POL,51.475,17.748,16.926928,2.133333,17.747,74.8511706,35.46880071408478,3.260795652
2006,POL,51.475,20.149,17.891872,1.033333,13.841,73.2319419,36.796413830767904,6.202124598
2006,POL,51.475,20.149,17.891872,1.033333,13.841,73.2319419,36.796413830767904,6.202124598
2006,POL,51.475,20.149,17.891872,1.033333,13.841,73.2319419,36.796413830767904,6.202124598
2007,POL,51.475,25.79,18.688519,2.491667,9.604,73.2909043,38.229279439134025,6.760437144
2007,POL,51.475,25.79,18.688519,2.491667,9.604,73.2909043,38.229279439134025,6.760437144
2007,POL,51.475,25.79,18.688519,2.491667,9.604,73.2909043,38.229279439134025,6.760437144
2008,POL,53.68,30.862,19.565832,4.216667,7.117,75.61254989999999,39.275266805628526,4.383826298
2008,POL,53.68,30.862,19.565832,4.216667,7.117,75.61254989999999,39.275266805628526,4.383826298
2008,POL,53.68,30.862,19.565832,4.216667,7.117,75.61254989999999,39.275266805628526,4.383826298
2009,POL,57.086,32.041,21.150869,3.45,8.166,75.48576709999999,41.05391461045828,2.615094243
2009,POL,57.086,32.041,21.150869,3.45,8.166,75.48576709999999,41.05391461045828,2.615094243
2009,POL,57.086,32.041,21.150869,3.45,8.166,75.48576709999999,41.05391461045828,2.615094243
2010,POL,61.954,31.559,22.468407,2.583333,9.636,76.3993603,44.172625044433026,3.168919701
2010,POL,61.954,31.559,22.468407,2.583333,9.636,76.3993603,44.172625044433026,3.168919701
2010,POL,61.954,31.559,22.468407,2.583333,9.636,76.3993603,44.172625044433026,3.168919701
2011,POL,62.279,34.008,23.283596,4.266667,9.631,75.5104929,47.00987523838835,5.255439245
2011,POL,62.279,34.008,23.283596,4.266667,9.631,75.5104929,47.00987523838835,5.255439245
2011,POL,62.279,34.008,23.283596,4.266667,9.631,75.5104929,47.00987523838835,5.255439245
2012,POL,65.655,31.613,24.512804,3.7,10.088,76.2510757,48.28412195093287,1.51182992
2012,POL,65.655,31.613,24.512804,3.7,10.088,76.2510757,48.28412195093287,1.51182992
2012,POL,65.655,31.613,24.512804,3.7,10.088,76.2510757,48.28412195093287,1.51182992
2013,POL,66.864,26.236,25.755669,0.9,10.326,73.4277212,48.96177573235377,0.684255098
2013,POL,66.864,26.236,25.755669,0.9,10.326,73.4277212,48.96177573235377,0.684255098
2013,POL,66.864,26.236,25.755669,0.9,10.326,73.4277212,48.96177573235377,0.684255098
2014,POL,71.568,29.395,26.995474,-0.025,8.99,75.5295216,49.9426939190199,3.920479411
2014,POL,71.568,29.395,26.995474,-0.025,8.99,75.5295216,49.9426939190199,3.920479411
2014,POL,71.568,29.395,26.995474,-0.025,8.99,75.5295216,49.9426939190199,3.920479411
2015,POL,69.985,29.829,27.747267,-0.9333333,7.501,74.2201482,51.50995084233097,4.431780655
2015,POL,69.985,29.829,27.747267,-0.9333333,7.501,74.2201482,51.50995084233097,4.431780655
2015,POL,69.985,29.829,27.747267,-0.9333333,7.501,74.2201482,51.50995084233097,4.431780655
2016,POL,72.982,30.744,28.711193,-0.5833333,6.161,72.0482818,52.76739345487775,3.031187768
2016,POL,72.982,30.744,28.711193,-0.5833333,6.161,72.0482818,52.76739345487775,3.031187768
2016,POL,72.982,30.744,28.711193,-0.5833333,6.161,72.0482818,52.76739345487775,3.031187768
2017,POL,68.598,38.255,29.919453,1.975,4.888,68.7573168,55.7505093125857,5.152450688
2017,POL,68.598,38.255,29.919453,1.975,4.888,68.7573168,55.7505093125857,5.152450688
2017,POL,68.598,38.255,29.919453,1.975,4.888,68.7573168,55.7505093125857,5.152450688
2018,POL,66.101,43.52,30.919592,1.666667,3.846,66.3345523,60.03663079263698,6.245852872
2018,POL,66.101,43.52,30.919592,1.666667,3.846,66.3345523,60.03663079263698,6.245852872
2018,POL,66.101,43.52,30.919592,1.666667,3.846,66.3345523,60.03663079263698,6.245852872
2019,POL,63.181,45.251,32.014767,2.308333,3.237,65.7004091,62.350867331921506,4.58053161
2019,POL,63.181,45.251,32.014767,2.308333,3.237,65.7004091,62.350867331921506,4.58053161
2019,POL,63.181,45.251,32.014767,2.308333,3.237,65.7004091,62.350867331921506,4.58053161
2020,POL,76.864,42.775,32.875156,3.4,3.155,65.37818299999999,68.24041280386217,-2.035582815
2021,POL,67.391,40.464,33.66835784912109,5.1,3.373,63.3152889,64.71541213301506,6.927212504
2022,POL,58.731,46.115,33.915615,14.3,2.876,63.418413599999994,70.87493565954313,5.25546207
2023,POL,62.06,47.996,37.93938065,11.56667,2.819,64.0256519,73.97723373612648,0.24961491
2024,POL,67.309,45.669,39.45318603515625,3.65,2.885,70.0140428,76.15629966462393,3.248695637
2000,PRT,80.161,85.286,8.8429394,2.85303,3.928,80.9542063,24.1552703738497,3.816177361
2000,PRT,80.161,85.286,8.8429394,2.85303,3.928,80.9542063,24.1552703738497,3.816177361
2000,PRT,80.161,85.286,8.8429394,2.85303,3.928,80.9542063,24.1552703738497,3.816177361
2000,PRT,80.161,85.286,8.8429394,2.85303,3.928,80.9542063,24.1552703738497,3.816177361
2002,PRT,80.161,84.162,9.4179335,3.600347,5.0,81.56062899999999,25.23348234072717,0.770924504
2002,PRT,80.161,84.162,9.4179335,3.600347,5.0,81.56062899999999,25.23348234072717,0.770924504
2002,PRT,80.161,84.162,9.4179335,3.600347,5.0,81.56062899999999,25.23348234072717,0.770924504
2002,PRT,80.161,84.162,9.4179335,3.600347,5.0,81.56062899999999,25.23348234072717,0.770924504
2003,PRT,80.161,85.488,10.958982,3.218991,6.263,81.9153625,25.696056363551175,-0.930520921
2003,PRT,80.161,85.488,10.958982,3.218991,6.263,81.9153625,25.696056363551175,-0.930520921
2003,PRT,80.161,85.488,10.958982,3.218991,6.263,81.9153625,25.696056363551175,-0.930520921
2003,PRT,80.161,85.488,10.958982,3.218991,6.263,81.9153625,25.696056363551175,-0.930520921
2004,PRT,80.161,83.933,12.516933,2.365362,6.622,80.6387432,26.44508829284535,1.788735504
2004,PRT,80.161,83.933,12.516933,2.365362,6.622,80.6387432,26.44508829284535,1.788735504
2004,PRT,80.161,83.933,12.516933,2.365362,6.622,80.6387432,26.44508829284535,1.788735504
2004,PRT,80.161,83.933,12.516933,2.365362,6.622,80.6387432,26.44508829284535,1.788735504
2005,PRT,80.161,88.561,12.844431,2.277164,7.584,81.3619198,27.2207920589771,0.781847679
2005,PRT,80.161,88.561,12.844431,2.277164,7.584,81.3619198,27.2207920589771,0.781847679
2005,PRT,80.161,88.561,12.844431,2.277164,7.584,81.3619198,27.2207920589771,0.781847679
2005,PRT,80.161,88.561,12.844431,2.277164,7.584,81.3619198,27.2207920589771,0.781847679
2006,PRT,80.161,83.967,13.480192,3.107666,7.648,82.8363084,28.35667110574635,1.625035102
2006,PRT,80.161,83.967,13.480192,3.107666,7.648,82.8363084,28.35667110574635,1.625035102
2006,PRT,80.161,83.967,13.480192,3.107666,7.648,82.8363084,28.35667110574635,1.625035102
2006,PRT,80.161,83.967,13.480192,3.107666,7.648,82.8363084,28.35667110574635,1.625035102
2007,PRT,80.161,81.519,13.692096,2.453965,7.961,82.8141888,29.08626625351225,2.506579377
2007,PRT,80.161,81.519,13.692096,2.453965,7.961,82.8141888,29.08626625351225,2.506579377
2007,PRT,80.161,81.519,13.692096,2.453965,7.961,82.8141888,29.08626625351225,2.506579377
2007,PRT,80.161,81.519,13.692096,2.453965,7.961,82.8141888,29.08626625351225,2.506579377
2008,PRT,84.003,83.623,14.300379,2.588506,7.549,82.1410081,29.621555898489024,0.319247307
2008,PRT,84.003,83.623,14.300379,2.588506,7.549,82.1410081,29.621555898489024,0.319247307
2008,PRT,84.003,83.623,14.300379,2.588506,7.549,82.1410081,29.621555898489024,0.319247307
2008,PRT,84.003,83.623,14.300379,2.588506,7.549,82.1410081,29.621555898489024,0.319247307
2009,PRT,96.941,81.434,14.66682,-0.83553,9.43,81.8520455,29.74841428170265,-3.122078245
2009,PRT,96.941,81.434,14.66682,-0.83553,9.43,81.8520455,29.74841428170265,-3.122078245
2009,PRT,96.941,81.434,14.66682,-0.83553,9.43,81.8520455,29.74841428170265,-3.122078245
2009,PRT,96.941,81.434,14.66682,-0.83553,9.43,81.8520455,29.74841428170265,-3.122078245
2010,PRT,104.725,75.22,15.445285,1.402573,10.769,80.72860969999999,30.81637059254945,1.737624769
2010,PRT,104.725,75.22,15.445285,1.402573,10.769,80.72860969999999,30.81637059254945,1.737624769
2010,PRT,104.725,75.22,15.445285,1.402573,10.769,80.72860969999999,30.81637059254945,1.737624769
2010,PRT,104.725,75.22,15.445285,1.402573,10.769,80.72860969999999,30.81637059254945,1.737624769
2011,PRT,108.884,77.792,17.25703,3.653011,13.485,79.95861049999999,31.281008577035625,-1.713527813
2011,PRT,108.884,77.792,17.25703,3.653011,13.485,79.95861049999999,31.281008577035625,-1.713527813
2011,PRT,108.884,77.792,17.25703,3.653011,13.485,79.95861049999999,31.281008577035625,-1.713527813
2011,PRT,108.884,77.792,17.25703,3.653011,13.485,79.95861049999999,31.281008577035625,-1.713527813
2012,PRT,136.283,79.461,18.534111,2.773339,16.501,77.7457743,31.848021939297272,-4.050902319
2012,PRT,136.283,79.461,18.534111,2.773339,16.501,77.7457743,31.848021939297272,-4.050902319
2012,PRT,136.283,79.461,18.534111,2.773339,16.501,77.7457743,31.848021939297272,-4.050902319
2012,PRT,136.283,79.461,18.534111,2.773339,16.501,77.7457743,31.848021939297272,-4.050902319
2013,PRT,139.982,73.347,19.307142,0.2744167,17.152,77.28566889999999,32.95611455598235,-0.984106732
2013,PRT,139.982,73.347,19.307142,0.2744167,17.152,77.28566889999999,32.95611455598235,-0.984106732
2013,PRT,139.982,73.347,19.307142,0.2744167,17.152,77.28566889999999,32.95611455598235,-0.984106732
2013,PRT,139.982,73.347,19.307142,0.2744167,17.152,77.28566889999999,32.95611455598235,-0.984106732
2014,PRT,149.779,70.234,21.72454071044922,-0.2781534,14.526,79.1927558,32.739667955915124,0.741391175
2014,PRT,149.779,70.234,21.72454071044922,-0.2781534,14.526,79.1927558,32.739667955915124,0.741391175
2014,PRT,149.779,70.234,21.72454071044922,-0.2781534,14.526,79.1927558,32.739667955915124,0.741391175
2014,PRT,149.779,70.234,21.72454071044922,-0.2781534,14.526,79.1927558,32.739667955915124,0.741391175
2015,PRT,147.901,76.293,22.87545394897461,0.4879386,12.905,79.6168079,32.8466571397416,1.589797865
2015,PRT,147.901,76.293,22.87545394897461,0.4879386,12.905,79.6168079,32.8466571397416,1.589797865
2015,PRT,147.901,76.293,22.87545394897461,0.4879386,12.905,79.6168079,32.8466571397416,1.589797865
2015,PRT,147.901,76.293,22.87545394897461,0.4879386,12.905,79.6168079,32.8466571397416,1.589797865
2016,PRT,143.658,72.241,23.82431983947754,0.6073971,11.45,79.75748759999999,33.33362337517505,2.004141987
2016,PRT,143.658,72.241,23.82431983947754,0.6073971,11.45,79.75748759999999,33.33362337517505,2.004141987
2016,PRT,143.658,72.241,23.82431983947754,0.6073971,11.45,79.75748759999999,33.33362337517505,2.004141987
2016,PRT,143.658,72.241,23.82431983947754,0.6073971,11.45,79.75748759999999,33.33362337517505,2.004141987
2017,PRT,142.819,77.965,24.09511566162109,1.368614,9.17,79.8066381,33.70126971863703,3.314719405
2017,PRT,142.819,77.965,24.09511566162109,1.368614,9.17,79.8066381,33.70126971863703,3.314719405
2017,PRT,142.819,77.965,24.09511566162109,1.368614,9.17,79.8066381,33.70126971863703,3.314719405
2017,PRT,142.819,77.965,24.09511566162109,1.368614,9.17,79.8066381,33.70126971863703,3.314719405
2018,PRT,136.841,75.657,25.04768562316895,0.9937157,7.174,78.5110706,34.06181314660007,2.946282942
2018,PRT,136.841,75.657,25.04768562316895,0.9937157,7.174,78.5110706,34.06181314660007,2.946282942
2018,PRT,136.841,75.657,25.04768562316895,0.9937157,7.174,78.5110706,34.06181314660007,2.946282942
2018,PRT,136.841,75.657,25.04768562316895,0.9937157,7.174,78.5110706,34.06181314660007,2.946282942
2019,PRT,135.085,73.875,26.39628791809082,0.3381784,6.602,78.058801,35.3246168206256,2.745685193
2020,PRT,156.177,65.282,27.45695877075195,-0.01243833,7.036,80.9614103,32.4265028225703,-8.20463114
2021,PRT,142.185,66.925,28.79954719543457,1.265657,6.712,80.7009558,36.77144872371313,5.55875841
2022,PRT,114.252,71.274,29.45549011230469,7.832691,6.138,79.7155727,38.63805219531483,6.985840007
2023,PRT,103.767,66.866,29.75527572631836,4.311282,6.499,79.7966564,40.15015016730612,3.099978254
2024,PRT,99.264,64.524,31.40448379516602,2.416132,6.425,78.99231379999999,46.565164081481164,2.214593275
2000,PRY,,,,,,45.797016199999995,,
2002,PRY,,,,,,46.478951699999996,,
2003,PRY,,,,,,48.0936753,,
2004,PRY,,,,,,50.851551199999996,,
2005,PRY,,,,,,52.5829307,,
2006,PRY,,,,,,52.8506278,,
2007,PRY,,,,,,53.8343674,,
2008,PRY,,,,,,55.2463124,,
2009,PRY,,,,,,55.2973952,,
2010,PRY,,,,,,55.4236127,,
2011,PRY,,,,,,55.465027,,
2012,PRY,,,,,,53.4236505,,
2013,PRY,,,,,,53.1504961,,
2014,PRY,,,,,,53.5347283,,
2015,PRY,,,,,,54.300957499999996,,
2016,PRY,,,,,,53.989558499999994,,
