profile_a,profile_b,relation,a_dominates_b,b_dominates_a,shock_id,baseline_year
5-1-2-1-2,5-5-4-1-4,comparable,False,True,2019,2019
5-3-2-5-1,5-4-1-2-4,incomparable,False,False,2019,2019
5-3-2-5-1,5-4-3-3-4,incomparable,False,False,2019,2019
5-3-2-5-1,5-4-3-4-5,incomparable,False,False,2019,2019
5-3-2-5-1,5-4-5-4-3,incomparable,False,False,2019,2019
5-3-2-5-1,5-5-4-1-4,incomparable,False,False,2019,2019
5-4-1-2-4,5-4-3-3-4,comparable,False,True,2019,2019
5-4-1-2-4,5-4-3-4-5,comparable,False,True,2019,2019
5-4-1-2-4,5-4-5-4-3,incomparable,False,False,2019,2019
5-4-1-2-4,5-5-4-1-4,incomparable,False,False,2019,2019
5-4-3-3-4,5-4-3-4-5,comparable,False,True,2019,2019
5-4-3-3-4,5-4-5-4-3,incomparable,False,False,2019,2019
5-4-3-3-4,5-5-4-1-4,incomparable,False,False,2019,2019
5-4-3-4-5,5-4-5-4-3,incomparable,False,False,2019,2019
5-4-3-4-5,5-5-4-1-4,incomparable,False,False,2019,2019
5-4-5-4-3,5-5-4-1-4,incomparable,False,False,2019,2019
