shock_id,country_pairs,mean_distance,median_distance,min_distance,max_distance,mean_similarity,median_similarity,mean_dimensions_different
2007,300,0.4166666666666667,0.4,0.1,0.8,0.5833333333333334,0.6,4.166666666666667
2019,595,0.4117647058823529,0.4,0.0,0.9,0.5882352941176471,0.6,4.117647058823529
