file_name,title,description,path,created_at
19_country_profile_distance_heatmap_shock_2007.png,Country profile distance heatmap — 2007,Heatmap of normalized ordinal Manhattan distances across final five-variable profiles.,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Figures\Profile_Similarity_Distance\19_country_profile_distance_heatmap_shock_2007.png,2026-06-25 09:41:00
19_country_profile_distance_heatmap_shock_2019.png,Country profile distance heatmap — 2019,Heatmap of normalized ordinal Manhattan distances across final five-variable profiles.,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Figures\Profile_Similarity_Distance\19_country_profile_distance_heatmap_shock_2019.png,2026-06-25 09:41:00
19_country_profile_similarity_heatmap_shock_2007.png,Country profile similarity heatmap — 2007,Heatmap of ordinal similarities across final five-variable profiles.,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Figures\Profile_Similarity_Distance\19_country_profile_similarity_heatmap_shock_2007.png,2026-06-25 09:41:00
19_country_profile_similarity_heatmap_shock_2019.png,Country profile similarity heatmap — 2019,Heatmap of ordinal similarities across final five-variable profiles.,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Figures\Profile_Similarity_Distance\19_country_profile_similarity_heatmap_shock_2019.png,2026-06-25 09:41:00
19_country_profile_similarity_mds_map_shock_2007.png,Country profile similarity MDS map shock 2007,Two-dimensional map of country similarities from final five-variable ordinal profile distances.,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Figures\Profile_Similarity_Distance\19_country_profile_similarity_mds_map_shock_2007.png,2026-06-25 09:41:00
19_country_profile_similarity_mds_map_shock_2019.png,Country profile similarity MDS map shock 2019,Two-dimensional map of country similarities from final five-variable ordinal profile distances.,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Figures\Profile_Similarity_Distance\19_country_profile_similarity_mds_map_shock_2019.png,2026-06-25 09:41:00
