shock_id,baseline_year,profile_code,debt_capacity_level_5,employment_strength_level_5,rd_intensity_level_5,human_capital_tertiary_level_5,energy_security_level_5,countries,country_count,profile_digit_sum,mean_debt_capacity_score,mean_employment_strength_score,mean_rd_intensity_score,mean_human_capital_tertiary_score,mean_energy_security_score,node_id,main_variable_set,levels,layer,is_pareto_frontier,variable_count,profile_levels,full_profile_space_size,observed_dominates_count,observed_dominated_by_count,observed_incomparable_with_count,observed_dominance_score_normalized,observed_dominated_by_score_normalized,observed_incomparability_score_normalized,embedded_dominance_raw,embedded_dominated_by_raw,embedded_incomparability_raw,embedded_dominance_score_normalized,embedded_dominated_by_score_normalized,embedded_incomparability_score_normalized,observed_separation_raw,observed_separation_score_normalized,embedded_separation_score_normalized,score_role
2019,2019,5-4-1-2-4,5,4,1,2,4,BGR,1,16.0,93.62801377726753,91.94158595641646,12.749112297042558,28.496841117990552,20.64124573945459,2019__5-4-1-2-4,baseline_5_variables,5,3,False,5,5,3125,1,2,30,0.030303030303030304,0.06060606060606061,0.9090909090909091,159.0,79.0,2886.0,0.05089628681177977,0.02528809218950064,0.9238156209987196,18.0,0.006020066889632107,0.0014985014985014985,diagnostic_poset_score_not_index
2019,2019,2-3-4-3-3,2,3,4,3,3,SVN,1,15.0,67.27898966704937,90.83308111380146,42.932603292166014,40.45413332556315,16.66366192322806,2019__2-3-4-3-3,baseline_5_variables,5,2,False,5,5,3125,6,2,25,0.18181818181818182,0.06060606060606061,0.7575757575757576,215.0,215.0,2694.0,0.06882202304737516,0.06882202304737516,0.8623559539052497,315.0,0.10535117056856187,0.026223776223776224,diagnostic_poset_score_not_index
2019,2019,2-3-5-3-2,2,3,5,3,2,AUT,1,15.0,64.40872560275545,90.65148305084746,69.82192665670692,41.588964679838746,10.303772082724375,2019__2-3-5-3-2,baseline_5_variables,5,2,False,5,5,3125,4,1,28,0.12121212121212122,0.030303030303030304,0.8484848484848485,179.0,143.0,2802.0,0.057298335467349554,0.045774647887323945,0.8969270166453265,276.0,0.09230769230769231,0.022977022977022976,diagnostic_poset_score_not_index
2019,2019,4-4-1-1-5,4,4,1,1,5,ROU,1,15.0,84.95981630309988,92.82309322033898,3.857956731537156,6.134073406177688,23.2781103467362,2019__4-4-1-1-5,baseline_5_variables,5,2,False,5,5,3125,2,1,30,0.06060606060606061,0.030303030303030304,0.9090909090909091,79.0,99.0,2946.0,0.02528809218950064,0.03169014084507042,0.9430217669654289,20.0,0.006688963210702341,0.001665001665001665,diagnostic_poset_score_not_index
2019,2019,1-3-5-4-1,1,3,5,4,1,BEL,1,14.0,49.08151549942594,87.34866828087166,70.00715941122002,57.54448788543463,5.46515980316359,2019__1-3-5-4-1,baseline_5_variables,5,2,False,5,5,3125,3,3,27,0.09090909090909091,0.09090909090909091,0.8181818181818182,59.0,149.0,2916.0,0.01888604353393086,0.04769526248399488,0.9334186939820742,90.0,0.030100334448160536,0.007492507492507493,diagnostic_poset_score_not_index
2019,2019,2-5-3-2-2,2,5,3,2,2,HUN,1,14.0,67.85304247990815,94.72230629539952,28.27273965832401,23.56059240981288,11.675201685346895,2019__2-5-3-2-2,baseline_5_variables,5,2,False,5,5,3125,3,1,29,0.09090909090909091,0.030303030303030304,0.8787878787878788,119.0,191.0,2814.0,0.0380921895006402,0.06113956466069142,0.9007682458386683,96.0,0.032107023411371234,0.007992007992007992,diagnostic_poset_score_not_index
2019,2019,4-2-1-3-3,4,2,1,3,3,LVA,1,13.0,83.40987370838117,83.77345641646488,8.367212675345845,46.06342513959475,17.966545280752904,2019__4-2-1-3-3,baseline_5_variables,5,3,False,5,5,3125,1,5,27,0.030303030303030304,0.15151515151515152,0.8181818181818182,71.0,359.0,2694.0,0.022727272727272728,0.11491677336747759,0.8623559539052497,4.0,0.0013377926421404682,0.000333000333000333,diagnostic_poset_score_not_index
2019,2019,4-2-1-4-2,4,2,1,4,2,LTU,1,13.0,84.73019517795638,83.97018765133171,16.453232398855995,63.28073788427946,8.94617543152759,2019__4-2-1-4-2,baseline_5_variables,5,2,False,5,5,3125,0,3,30,0.0,0.09090909090909091,0.9090909090909091,63.0,319.0,2742.0,0.020166453265044813,0.10211267605633803,0.8777208706786171,0.0,0.0,0.0,diagnostic_poset_score_not_index
2019,2019,1-1-4-3-3,1,1,4,3,3,FRA,1,12.0,48.79448909299655,75.67720944309927,46.38236732624888,51.146451516585664,17.587817154788816,2019__1-1-4-3-3,baseline_5_variables,5,3,False,5,5,3125,2,7,24,0.06060606060606061,0.21212121212121213,0.7272727272727273,35.0,449.0,2640.0,0.01120358514724712,0.1437259923175416,0.8450704225352113,36.0,0.012040133779264214,0.002997002997002997,diagnostic_poset_score_not_index
2019,2019,3-1-1-1-5,3,1,1,1,5,ZAF,1,11.0,68.08881852175062,0.0,7.200551492704578,0.0,36.1103793762552,2019__3-1-1-1-5,baseline_5_variables,5,3,False,5,5,3125,1,3,29,0.030303030303030304,0.09090909090909091,0.8787878787878788,14.0,374.0,2736.0,0.004481434058898848,0.11971830985915492,0.8758002560819462,2.0,0.0006688963210702341,0.0001665001665001665,diagnostic_poset_score_not_index
2019,2019,3-2-1-2-3,3,2,1,2,3,SVK,1,11.0,77.61194029850746,85.85805084745763,12.355061647969832,23.108830516661,11.77511808391389,2019__3-2-1-2-3,baseline_5_variables,5,4,False,5,5,3125,0,9,24,0.0,0.2727272727272727,0.7272727272727273,35.0,719.0,2370.0,0.01120358514724712,0.23015364916773368,0.7586427656850192,0.0,0.0,0.0,diagnostic_poset_score_not_index
2019,2019,5-1-2-1-2,5,1,2,1,2,TUR,1,11.0,85.95862545518266,55.67493946731234,24.05710619748545,14.235789751453732,10.9739338024312,2019__5-1-2-1-2,baseline_5_variables,5,3,False,5,5,3125,0,4,29,0.0,0.12121212121212122,0.8787878787878788,19.0,399.0,2706.0,0.006081946222791294,0.12772087067861715,0.8661971830985915,0.0,0.0,0.0,diagnostic_poset_score_not_index
2019,2019,2-1-1-1-5,2,1,1,1,5,COL,1,10.0,63.43060931281159,66.4497578692494,0.0,18.71941503554236,85.55347454172669,2019__2-1-1-1-5,baseline_5_variables,5,4,False,5,5,3125,0,4,29,0.0,0.12121212121212122,0.8787878787878788,9.0,499.0,2616.0,0.002880921895006402,0.15973111395646608,0.8373879641485276,0.0,0.0,0.0,diagnostic_poset_score_not_index
2019,2019,2-2-2-1-3,2,2,2,1,3,HRV,1,10.0,64.46613088404133,82.85411622276028,18.685613976028822,21.70648555061525,15.208864633434748,2019__2-2-2-1-3,baseline_5_variables,5,3,False,5,5,3125,0,10,23,0.0,0.30303030303030304,0.696969696969697,23.0,959.0,2142.0,0.00736235595390525,0.30697823303457106,0.6856594110115237,0.0,0.0,0.0,diagnostic_poset_score_not_index
2019,2019,1-2-3-2-1,1,2,3,2,1,PRT,1,9.0,38.51894374282434,82.64981840193705,26.544367548649976,24.52017759818624,7.398281928082919,2019__1-2-3-2-1,baseline_5_variables,5,3,False,5,5,3125,2,16,15,0.06060606060606061,0.48484848484848486,0.45454545454545453,11.0,1199.0,1914.0,0.0035211267605633804,0.38380281690140844,0.6126760563380281,8.0,0.0026755852842809363,0.000666000666000666,diagnostic_poset_score_not_index
2019,2019,2-1-2-3-1,2,1,2,3,1,ESP,1,9.0,49.08151549942594,54.25998789346247,22.76382925945436,52.74810418787415,7.822474809952926,2019__2-1-2-3-1,baseline_5_variables,5,3,False,5,5,3125,1,13,19,0.030303030303030304,0.3939393939393939,0.5757575757575758,11.0,1199.0,1914.0,0.0035211267605633804,0.38380281690140844,0.6126760563380281,4.0,0.0013377926421404682,0.000333000333000333,diagnostic_poset_score_not_index
2019,2019,1-1-2-2-1,1,1,2,2,1,GRC,1,7.0,0.0,42.12696731234868,23.265835619162388,37.23172433222257,6.474180945360969,2019__1-1-2-2-1,baseline_5_variables,5,4,False,5,5,3125,0,22,11,0.0,0.6666666666666666,0.3333333333333333,3.0,1999.0,1122.0,0.0009603072983354673,0.6398847631241997,0.3591549295774648,0.0,0.0,0.0,diagnostic_poset_score_not_index
