Country,Year,gdp_growth,shock_id,window_start,window_end
CZE,2015,4.95875848915604,2019,2012,2019
CZE,2016,2.58087013921376,2019,2012,2019
CZE,2017,5.1735652996788,2019,2012,2019
CZE,2018,2.83030588267864,2019,2012,2019
CZE,2019,3.56577658128261,2019,2012,2019
DEU,2012,0.463512036709206,2019,2012,2019
DEU,2013,0.396995583779144,2019,2012,2019
DEU,2014,2.18018602168018,2019,2012,2019
DEU,2015,1.66300602334775,2019,2012,2019
DEU,2016,2.22222216259371,2019,2012,2019
DEU,2017,2.797906720551,2019,2012,2019
DEU,2018,1.13569604599848,2019,2012,2019
DEU,2019,0.977734697038801,2019,2012,2019
DNK,2012,-0.005432301616716,2019,2012,2019
DNK,2013,1.39267343161971,2019,2012,2019
DNK,2014,1.27799983192831,2019,2012,2019
DNK,2015,2.10441456445301,2019,2012,2019
DNK,2016,3.07304549209094,2019,2012,2019
DNK,2017,3.05647723922717,2019,2012,2019
DNK,2018,1.86000749009209,2019,2012,2019
DNK,2019,1.71140093932735,2019,2012,2019
ESP,2012,-2.86511368637748,2019,2012,2019
ESP,2013,-1.42732224757626,2019,2012,2019
ESP,2014,1.52048593647232,2019,2012,2019
ESP,2015,4.06086672473868,2019,2012,2019
ESP,2016,2.91515598595786,2019,2012,2019
ESP,2017,2.89604207865007,2019,2012,2019
ESP,2018,2.39541124478878,2019,2012,2019
ESP,2019,1.96117850841711,2019,2012,2019
EST,2012,3.6720195251207,2019,2012,2019
EST,2013,1.75649271905974,2019,2012,2019
EST,2014,3.32279020182688,2019,2012,2019
EST,2015,1.83815506946524,2019,2012,2019
EST,2016,3.09301917004896,2019,2012,2019
EST,2017,5.63467241347505,2019,2012,2019
EST,2018,3.69969469279218,2019,2012,2019
EST,2019,3.72665098841128,2019,2012,2019
FIN,2012,-1.52284028499332,2019,2012,2019
FIN,2013,-0.979741028068638,2019,2012,2019
FIN,2014,-0.478068318579019,2019,2012,2019
FIN,2015,0.466503517895381,2019,2012,2019
FIN,2016,2.57193423155972,2019,2012,2019
FIN,2017,3.30337016113322,2019,2012,2019
FIN,2018,1.19297772988506,2019,2012,2019
FIN,2019,1.34973843826122,2019,2012,2019
FRA,2012,0.183835264973007,2019,2012,2019
FRA,2013,0.781756446231006,2019,2012,2019
FRA,2014,0.997832947295249,2019,2012,2019
FRA,2015,1.06675474783462,2019,2012,2019
FRA,2016,0.860031075424026,2019,2012,2019
FRA,2017,2.08361485997399,2019,2012,2019
FRA,2018,1.64590872395886,2019,2012,2019
FRA,2019,2.02744646419237,2019,2012,2019
GBR,2012,1.52826034455709,2019,2012,2019
GBR,2013,1.7184696201136,2019,2012,2019
GBR,2014,3.16017349269262,2019,2012,2019
GBR,2015,2.14040561106195,2019,2012,2019
GBR,2016,2.20652021600676,2019,2012,2019
GBR,2017,3.02322217885496,2019,2012,2019
GBR,2018,1.55133096227213,2019,2012,2019
GBR,2019,1.25629901204221,2019,2012,2019
GRC,2012,-8.33113430484122,2019,2012,2019
GRC,2013,-2.27211651973059,2019,2012,2019
GRC,2014,0.792224672059837,2019,2012,2019
GRC,2015,-0.228301552283969,2019,2012,2019
GRC,2016,-0.031795210261491,2019,2012,2019
GRC,2017,1.47312466521957,2019,2012,2019
GRC,2018,2.06467248901077,2019,2012,2019
GRC,2019,2.27718067971047,2019,2012,2019
HUN,2012,-1.3394844645809,2019,2012,2019
HUN,2013,2.03216990693897,2019,2012,2019
HUN,2014,4.33435364055229,2019,2012,2019
HUN,2015,3.6598161557144,2019,2012,2019
HUN,2016,2.43864141185821,2019,2012,2019
HUN,2017,4.12418389434327,2019,2012,2019
HUN,2018,5.60613813906265,2019,2012,2019
HUN,2019,5.07718494960504,2019,2012,2019
IDN,2012,6.03005065305614,2019,2012,2019
IDN,2013,5.5572636889101,2019,2012,2019
IDN,2014,5.00666842575499,2019,2012,2019
IDN,2015,4.87632230022123,2019,2012,2019
IDN,2016,5.03306918280178,2019,2012,2019
IDN,2017,5.06978590134917,2019,2012,2019
IDN,2018,5.17429153955026,2019,2012,2019
IDN,2019,5.01928768046283,2019,2012,2019
IND,2012,5.45638753585327,2019,2012,2019
IND,2013,6.38610821586335,2019,2012,2019
IND,2014,7.4102270117999,2019,2012,2019
IND,2015,7.99625378629982,2019,2012,2019
IND,2016,8.25630550167386,2019,2012,2019
IND,2017,6.79538341871068,2019,2012,2019
IND,2018,6.45385134497818,2019,2012,2019
IND,2019,3.87143694071098,2019,2012,2019
IRL,2012,-0.405029597483917,2019,2012,2019
IRL,2013,2.19293758808746,2019,2012,2019
IRL,2014,9.38579336833694,2019,2012,2019
IRL,2015,24.62398557014,2019,2012,2019
IRL,2016,1.22271657990164,2019,2012,2019
IRL,2017,10.1088575952481,2019,2012,2019
IRL,2018,7.68865952096009,2019,2012,2019
IRL,2019,4.97288007697758,2019,2012,2019
ISL,2012,1.16931175573333,2019,2012,2019
ISL,2013,3.59695698387213,2019,2012,2019
ISL,2014,1.9138161021407,2019,2012,2019
ISL,2015,3.76859022095889,2019,2012,2019
ISL,2016,6.21808765064792,2019,2012,2019
ISL,2017,3.4850670451985,2019,2012,2019
ISL,2018,4.66077033815699,2019,2012,2019
ISL,2019,1.13821229128592,2019,2012,2019
ISR,2012,2.41036999993849,2019,2012,2019
ISR,2013,4.0899600000831,2019,2012,2019
ISR,2014,3.71813999999564,2019,2012,2019
ISR,2015,2.2359999999633,2019,2012,2019
ISR,2016,4.53581999999718,2019,2012,2019
ISR,2017,4.34410000001016,2019,2012,2019
ISR,2018,4.05328000002998,2019,2012,2019
ISR,2019,3.57889000000304,2019,2012,2019
ITA,2012,-3.12523877282995,2019,2012,2019
ITA,2013,-1.81802510749793,2019,2012,2019
ITA,2014,-0.001387617304551,2019,2012,2019
ITA,2015,0.885667635240808,2019,2012,2019
ITA,2016,1.2362210851166,2019,2012,2019
ITA,2017,1.60369995294101,2019,2012,2019
ITA,2018,0.826646712344118,2019,2012,2019
ITA,2019,0.429162533780334,2019,2012,2019
JPN,2012,1.64893452980873,2019,2012,2019
JPN,2013,1.99727653415519,2019,2012,2019
JPN,2014,0.905915485966732,2019,2012,2019
JPN,2015,1.79997735786545,2019,2012,2019
JPN,2016,0.704986495042497,2019,2012,2019
JPN,2017,1.6234506224324,2019,2012,2019
JPN,2018,0.834143846025792,2019,2012,2019
JPN,2019,-0.30849692105612,2019,2012,2019
KOR,2012,2.54766550568241,2019,2012,2019
KOR,2013,3.29139595434419,2019,2012,2019
KOR,2014,3.21468019683108,2019,2012,2019
KOR,2015,2.92029267301236,2019,2012,2019
KOR,2016,3.17152748983936,2019,2012,2019
KOR,2017,3.43319176397201,2019,2012,2019
KOR,2018,3.17611568177328,2019,2012,2019
KOR,2019,2.31380210595476,2019,2012,2019
LTU,2012,4.38290480410845,2019,2012,2019
LTU,2013,4.04691541151445,2019,2012,2019
LTU,2014,3.77254263951362,2019,2012,2019
LTU,2015,2.83280630717752,2019,2012,2019
LTU,2016,2.67192209135325,2019,2012,2019
LTU,2017,4.61224350881722,2019,2012,2019
LTU,2018,4.91836859429983,2019,2012,2019
LTU,2019,4.67735190816578,2019,2012,2019
LUX,2012,1.64971175997939,2019,2012,2019
LUX,2013,3.17168530771626,2019,2012,2019
LUX,2014,2.62308842898868,2019,2012,2019
LUX,2015,2.26836464468261,2019,2012,2019
LUX,2016,4.97819043681628,2019,2012,2019
LUX,2017,1.31711904640045,2019,2012,2019
LUX,2018,1.61130013199336,2019,2012,2019
LUX,2019,2.74932115954172,2019,2012,2019
LVA,2012,7.30524057200897,2019,2012,2019
LVA,2013,2.09609028156248,2019,2012,2019
LVA,2014,2.09495977105589,2019,2012,2019
LVA,2015,3.78336712084973,2019,2012,2019
LVA,2016,2.55168601974034,2019,2012,2019
LVA,2017,3.39894872623932,2019,2012,2019
LVA,2018,4.30971286294503,2019,2012,2019
LVA,2019,0.675372771884221,2019,2012,2019
MEX,2012,3.55321077418754,2019,2012,2019
MEX,2013,0.852101536038698,2019,2012,2019
MEX,2014,2.50376353062294,2019,2012,2019
