shock_id,baseline_year,Country,profile_code,layer,is_pareto_frontier,observed_dominance_score_normalized,observed_dominated_by_score_normalized,observed_incomparability_score_normalized,embedded_dominance_score_normalized,embedded_dominated_by_score_normalized,embedded_incomparability_score_normalized,observed_separation_score_normalized,embedded_separation_score_normalized,score_role,profile_digit_sum,debt_capacity_level_5,employment_strength_level_5,rd_intensity_level_5,human_capital_tertiary_level_5,energy_security_level_5,debt_capacity_score_0_100,employment_strength_score_0_100,rd_intensity_score_0_100,human_capital_tertiary_score_0_100,energy_security_score_0_100,main_variable_set,levels
2007,2007,HUN,2-2-2-1-3,4,False,0.041666666666666664,0.4166666666666667,0.5416666666666666,0.00736235595390525,0.30697823303457106,0.6856594110115237,0.001112759643916914,0.0005842259006815969,diagnostic_poset_score_not_index,10.0,2,2,2,1,3,38.72889771598808,47.25821227588012,17.56243433777991,12.91964427241276,28.464013117361407,baseline_5_variables,5
2007,2007,IRL,4-4-2-4-1,2,False,0.041666666666666664,0.08333333333333333,0.875,0.040653008962868116,0.05089628681177977,0.9084507042253521,0.008902077151335312,0.004673807205452775,diagnostic_poset_score_not_index,15.0,4,4,2,4,1,80.1390268123138,81.40295772804606,27.223684982515177,54.36450330306708,7.710476097086999,baseline_5_variables,5
2007,2007,ITA,1-3-2-1-2,3,False,0.041666666666666664,0.4166666666666667,0.5416666666666666,0.0035211267605633804,0.38380281690140844,0.6126760563380281,0.000741839762611276,0.00038948393378773126,diagnostic_poset_score_not_index,9.0,1,3,2,1,2,1.0923535253227352,64.67739824630283,23.421604726453666,0.0,13.003623416105148,baseline_5_variables,5
2007,2007,LTU,5-5-1-3-3,2,False,0.125,0.041666666666666664,0.8333333333333334,0.07170294494238157,0.014084507042253521,0.9142125480153649,0.031899109792284865,0.016747809152872443,diagnostic_poset_score_not_index,17.0,5,5,1,3,3,88.08341608738827,88.56170658290799,12.241503786463827,44.36931062788691,28.2693532576944,baseline_5_variables,5
2007,2007,LUX,5-5-3-3-1,1,True,0.08333333333333333,0.0,0.9166666666666666,0.07170294494238157,0.014084507042253521,0.9142125480153649,0.02410979228486647,0.012658227848101266,diagnostic_poset_score_not_index,17.0,5,5,3,3,1,95.8291956305859,90.9828556471666,38.90454762117885,37.37941988145978,0.0,baseline_5_variables,5
2007,2007,LVA,5-3-1-2-2,3,False,0.08333333333333333,0.125,0.7916666666666666,0.01888604353393086,0.0765044814340589,0.9046094750320103,0.005007418397626113,0.002629016553067186,diagnostic_poset_score_not_index,13.0,5,3,1,2,2,95.03475670307844,64.97840596780526,4.648322921366291,24.86420354967548,25.27507708313845,baseline_5_variables,5
2007,2007,NLD,3-5-4-4-4,2,False,0.3333333333333333,0.041666666666666664,0.625,0.30697823303457106,0.00736235595390525,0.6856594110115237,0.3397626112759644,0.1783836416747809,diagnostic_poset_score_not_index,20.0,3,5,4,4,4,61.37040714995036,89.80499934563537,41.98347549644867,49.78073136937666,36.96642739992762,baseline_5_variables,5
2007,2007,POL,3-1-1-2-4,3,False,0.041666666666666664,0.25,0.7083333333333334,0.00736235595390525,0.19174135723431499,0.8008962868117798,0.0016691394658753709,0.0008763388510223953,diagnostic_poset_score_not_index,11.0,3,1,1,2,4,59.78152929493545,18.49234393404005,3.933981317598306,14.76847175187326,50.03416432123203,baseline_5_variables,5
2007,2007,PRT,1-2-2-1-1,5,False,0.0,0.7083333333333334,0.2916666666666667,0.0009603072983354673,0.6398847631241997,0.3591549295774648,0.0,0.0,diagnostic_poset_score_not_index,7.0,1,2,2,1,1,31.67825223435948,39.9947650831043,23.42040079062233,0.3293804995427485,12.917556290688706,baseline_5_variables,5
2007,2007,SVK,4-1-1-1-2,4,False,0.0,0.25,0.75,0.002240717029449424,0.31978233034571063,0.6779769526248399,0.0,0.0,diagnostic_poset_score_not_index,9.0,4,1,1,1,2,73.68421052631578,0.0,0.0,2.486148416725561,23.24651428877013,baseline_5_variables,5
