Country,Year,Value,Series_Code
CZE,2013,45.945454840297,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2014,46.4492426353503,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2015,48.6890166758697,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2016,48.7809088359651,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2017,50.5607595986224,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2018,51.1720604082316,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2019,53.0856036804544,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2020,54.85641381913,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2021,54.9053845476751,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2022,54.0818816190185,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2023,53.1614338516969,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
CZE,2024,52.8232361818237,CZE.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2002,70.5199783158404,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2003,71.1702034975086,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2004,71.7913477777074,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2005,73.0604665846134,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2006,74.264903359263,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2007,75.0604057866086,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2008,75.046382983403,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2009,72.8139713005139,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2010,74.4869873782033,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2011,76.3133338389968,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2012,76.9148624524882,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2013,77.2051385160038,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2014,77.9440898816713,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2015,78.4437700379091,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2016,79.5624323774726,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2017,81.0511996311229,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2018,81.3208280265056,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2019,81.8901407115718,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2020,82.6259542577938,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2021,83.7521803804331,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2022,83.6709598675302,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2023,83.1779919181735,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DEU,2024,83.1580873313343,DEU.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2002,73.4170472237912,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2003,74.6668614481798,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2004,77.1311324102769,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2005,78.2044964598703,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2006,79.1627638312253,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2007,79.3694854773773,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2008,78.2136508726997,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2009,77.4412967630343,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2010,80.2333180443548,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2011,80.556196957966,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2012,81.8914876599634,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2013,82.85525134286,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2014,84.0867118592429,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2015,85.0187283469516,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2016,85.9078362457792,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2017,87.7142347138113,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2018,89.468069493349,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2019,90.2642407043586,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2020,91.7783830065031,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2021,92.2587678634909,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2022,89.2765989314581,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2023,89.5587079956288,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
DNK,2024,92.2470820586036,DNK.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
EA20,2002,62.71853335444,EA20.A.GDPHRS._T.USD_PPP_H.Q._Z._Z._Z
